ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:14120_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,object identifier,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_AcquisitionNumbers,1,,,,218290/1-266,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_Archives,1,,,,,,,,,,,isad:lh:182485,"dlod={""name"":""Handschriften"",""ark"":""ark:/24970/x0/a2ddbd47-353f-557f-8905-0ba395fe2594"",""uri"":""/repositories/11/archival_objects/19525898"",""id"":""isad:lh:182485"",""nameWithContext"":[""Werkstukken"",""Handschriften van Hubert Lampo"",""Verhalend Proza"",""Romans"",""1983 - De Antwerpse romans (omnibus)""],""resourceName"":""Archief van Hubert Lampo"",""resourceArk"":""ark:/24970/x0/e429ee16-915e-59bf-841d-39f81faa404e"",""resourceURI"":""/repositories/11/resources/940640"",""resourceID"":""isad:lh:8791"",""capacity"":""Handschriften"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/a2ddbd47-353f-557f-8905-0ba395fe2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"20,9 x 29,7",,,,,,,,,,,,,"20,9 x 29,7 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,209,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,297,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,266,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,540,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:14120_#1,isad:lh:182485,1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,L 179 / 90,218290/1-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dbaf4e3-40c5-50fe-ab17-246e79c4a1cc,tg:lhhs:14120_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
