ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhdc:109_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f914de72-652e-567b-9ade-e478fcffbaf3,object identifier,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_Acquisitions,1,tr:lh:9686,"dlod={""name"":""Elsschotarchief verzameld door Jan C. Villerius"",""ark"":""ark:/24970/x0/ef18b9e2-37b9-51c8-bd6a-7b326ddd1dc4"",""uri"":""/repositories/11/accessions/1036405"",""id"":""tr:lh:9686"",""date"":""2003-10-21"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ef18b9e2-37b9-51c8-bd6a-7b326ddd1dc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_Archives,1,,,,,,,,,,,isad:lh:106595,"dlod={""name"":""Allerlei"",""ark"":""ark:/24970/x0/631e9d49-e758-56f1-8e4a-44fc807872a3"",""uri"":""/repositories/11/archival_objects/11405668"",""id"":""isad:lh:106595"",""resourceName"":""Archief van Jan C. Villerius betreffende Willem Elsschot"",""resourceArk"":""ark:/24970/x0/bf11ab84-23b8-5dcb-820e-3063b1f96a93"",""resourceURI"":""/repositories/11/resources/11404919"",""resourceID"":""isad:lh:106588"",""capacity"":""Allerlei"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/631e9d49-e758-56f1-8e4a-44fc807872a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatdc,"9,8 x 12,8",,,,,,,,,,,,,"9,8 x 12,8 - height, width, kenmerken.lhformatdc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_Dimensions,,,,,,,kenmerken.lhformatdc,,,,,,,,,,,98,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_Dimensions,,,,,,,kenmerken.lhformatdc,,,,,,,,,,,128,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhdc,tg:lhdc:109_#1,isad:lh:106595,f914de72-652e-567b-9ade-e478fcffbaf3,VV 526 / 4,,,tr:lh:9686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypedc,dcka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cards (information artifacts),,,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,permission required,,,,,,,,
f914de72-652e-567b-9ade-e478fcffbaf3,tg:lhdc:109_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LcF7cUITdqIC8ZsY5iBy0tP3,lhdc,https://dams.antwerpen.be/iiif/LcF7cUITdqIC8ZsY5iBy0tP3/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/LcF7cUITdqIC8ZsY5iBy0tP3,DAMS Image,lh,Tekstdrager
