ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:2083_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/dd37637d-8e22-50cd-bc80-9b0d1669b550,object identifier,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_AcquisitionNumbers,1,,,,24139/1-3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Acquisitions,1,tr:lh:1408,"dlod={""name"":""Archief van Vlaamsche Arbeid (1905 - 1930)"",""ark"":""ark:/24970/x0/03a0b982-6125-592a-98c8-52a623cb870a"",""uri"":""/repositories/11/accessions/150659"",""id"":""tr:lh:1408"",""date"":""1943-03-31"",""granter"":""Jozef Muls"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/03a0b982-6125-592a-98c8-52a623cb870a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Archives,1,,,,,,,,,,,isad:lh:86888,"dlod={""name"":""Handschriften van Jef Mennekens"",""ark"":""ark:/24970/x0/3588ec01-1b2d-51d0-9665-8e5565ac531e"",""uri"":""/repositories/11/archival_objects/9297019"",""id"":""isad:lh:86888"",""nameWithContext"":[""Archiefstukken rond uitgaven"",""Handschriften""],""resourceName"":""Archief van Vlaamsche Arbeid"",""resourceArk"":""ark:/24970/x0/f9efdfec-0597-59d7-bba9-1e822db1e28f"",""resourceURI"":""/repositories/11/resources/114707"",""resourceID"":""isad:lh:1072"",""capacity"":""Handschriften van Jef Mennekens"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3588ec01-1b2d-51d0-9665-8e5565ac531e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"18,2 x 27,5",,,,,,,,,,,,,"18,2 x 27,5 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,182,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,275,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,3,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,3,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd37637d-8e22-50cd-bc80-9b0d1669b550,tg:lhhs:2083_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:2083_#1,isad:lh:86888,dd37637d-8e22-50cd-bc80-9b0d1669b550,,24139/1-3,A 38115 / H (1),tr:lh:1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
