ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:3793_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,object identifier,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_AcquisitionNumbers,1,,,,149697/9a-b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Acquisitions,1,tr:lh:6398,"dlod={""name"":""Archief van Minus van Looi"",""ark"":""ark:/24970/x0/89a57a43-db63-582c-b368-1ac333d3d6de"",""uri"":""/repositories/11/accessions/684589"",""id"":""tr:lh:6398"",""date"":""1985-12-16"",""granter"":""(Mevr.) B. Vandervoort-Buvens"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/89a57a43-db63-582c-b368-1ac333d3d6de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Archives,1,,,,,,,,,,,isad:lh:87554,"dlod={""name"":""Koolputtersvolk"",""ark"":""ark:/24970/x0/aaf4e677-9ad1-5956-bf8b-6e5b479886fc"",""uri"":""/repositories/11/archival_objects/9368281"",""id"":""isad:lh:87554"",""nameWithContext"":[""Werkstukken"",""Handschriften""],""resourceName"":""Archief van Minus van Looi"",""resourceArk"":""ark:/24970/x0/c7218134-5b53-5317-8731-0a29bbbdef42"",""resourceURI"":""/repositories/11/resources/2174243"",""resourceID"":""isad:lh:20320"",""capacity"":""Koolputtersvolk"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/aaf4e677-9ad1-5956-bf8b-6e5b479886fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,1 x 16,7",,,,,,,,,,,,,"21,1 x 16,7 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,211,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,167,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,58,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,110,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:3793_#1,isad:lh:87554,fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,,149697/9a-b,L 761 / H (5),tr:lh:6398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdc56640-cfd0-5ca1-906c-2e22c1c899bb,au::10124,ui,publishers,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_ProductionActors,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce48e7c4-02a3-55f9-bb1f-cfd77a75e9ac,au::15204,ui,publishers,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_ProductionActors,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194718e9-f436-5de6-af21-b0ca62281ae4,au::8518,ui,publishers,,,,,,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
fc30de17-bd2f-5e9b-9fbe-d84bca1a25ba,tg:lhhs:3793_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
