ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:6464_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e852584c-a15b-5a86-bab4-e35b14dff185,object identifier,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_AcquisitionNumbers,1,,,,106759/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Acquisitions,1,tr:lh:5435,"dlod={""name"":""Archief van Jan Peeters"",""ark"":""ark:/24970/x0/cc67e516-924d-52a0-834a-74e0fcbfad5b"",""uri"":""/repositories/11/accessions/581548"",""id"":""tr:lh:5435"",""date"":""1979-01-08"",""granter"":""Leen van Marcke"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/cc67e516-924d-52a0-834a-74e0fcbfad5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Archives,1,,,,,,,,,,,isad:lh:88528,"dlod={""name"":""Handschriften van Jan Vercammen"",""ark"":""ark:/24970/x0/81a680b5-ea2f-5303-8213-848f501efba1"",""uri"":""/repositories/11/archival_objects/9472499"",""id"":""isad:lh:88528"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door Jan Peeters""],""resourceName"":""Archief van Jan Peeters"",""resourceArk"":""ark:/24970/x0/f3bf86fb-29bb-5abd-aaa9-886b31f5eb60"",""resourceURI"":""/repositories/11/resources/24934"",""resourceID"":""isad:lh:233"",""capacity"":""Handschriften van Jan Vercammen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/81a680b5-ea2f-5303-8213-848f501efba1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"29,7 x 20,6",,,,,,,,,,,,,"29,7 x 20,6 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,297,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,206,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,6,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:6464_#1,isad:lh:88528,e852584c-a15b-5a86-bab4-e35b14dff185,,106759/1,V 3545 / H (1),tr:lh:5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e852584c-a15b-5a86-bab4-e35b14dff185,tg:lhhs:6464_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
