ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:5499_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/34d3031a-9144-56db-8c32-428166f46239,object identifier,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_AcquisitionNumbers,1,,,,79841/2,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Acquisitions,1,tr:lh:4117,"dlod={""name"":""Aankoop bij Albert van Dieren"",""ark"":""ark:/24970/x0/4a619cf7-3c16-5dfb-a167-9bf716e3a009"",""uri"":""/repositories/11/accessions/440522"",""id"":""tr:lh:4117"",""date"":""1968-09-20"",""granter"":""Albert van Dieren"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4a619cf7-3c16-5dfb-a167-9bf716e3a009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Archives,1,,,,,,,,,,,isad:lh:88247,"dlod={""name"":""Prospectussen"",""ark"":""ark:/24970/x0/8f3e4957-3fb2-59a9-afaa-7d96949cb9d3"",""uri"":""/repositories/11/archival_objects/9442432"",""id"":""isad:lh:88247"",""nameWithContext"":[""Werkstukken"",""Handschriften van Hendrik Conscience"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Hendrik Conscience"",""resourceArk"":""ark:/24970/x0/ee158e2f-add8-51ff-8957-cd0f7f3e5403"",""resourceURI"":""/repositories/11/resources/121127"",""resourceID"":""isad:lh:1132"",""capacity"":""Prospectussen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/8f3e4957-3fb2-59a9-afaa-7d96949cb9d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,1 x 13,4",,,,,,,,,,,,,"21,1 x 13,4 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,211,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,134,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,1,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:5499_#1,isad:lh:88247,34d3031a-9144-56db-8c32-428166f46239,,79841/2,C 34 / H (90),tr:lh:4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f8aecf9-2a52-5a3b-a902-3875f9fee12b,au::5627,ui,publishers,,,,,,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864.0,open,,,,,,,,
34d3031a-9144-56db-8c32-428166f46239,tg:lhhs:5499_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SsOpHHEWYdibBXhThXF6fmoc,lhhs,https://dams.antwerpen.be/iiif/SsOpHHEWYdibBXhThXF6fmoc/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/SsOpHHEWYdibBXhThXF6fmoc,DAMS Image,lh,Tekstdrager
