ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:2458_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4cd02e92-a809-5f7c-8a57-0868b3a50ce2,object identifier,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_AcquisitionNumbers,1,,,,127178/a,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Acquisitions,1,tr:lh:5900,"dlod={""name"":""Archief van Herman Baccaert"",""ark"":""ark:/24970/x0/ec6797b6-45f7-5bc0-87fc-d0edfd1faefd"",""uri"":""/repositories/11/accessions/631303"",""id"":""tr:lh:5900"",""date"":""1983-03-22"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ec6797b6-45f7-5bc0-87fc-d0edfd1faefd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Archives,1,,,,,,,,,,,isad:lh:184260,"dlod={""name"":""Peter Benoit : een kampioen der nationale gedachte"",""ark"":""ark:/24970/x0/4bbbd8e0-69c2-525f-909c-aefc6f179351"",""uri"":""/repositories/11/archival_objects/19715823"",""id"":""isad:lh:184260"",""nameWithContext"":[""Werkstukken"",""Handschriften van Herman Baccaert"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Herman Baccaert"",""resourceArk"":""ark:/24970/x0/5755d068-e9f4-592b-8a2f-ddcfe6356860"",""resourceURI"":""/repositories/11/resources/243107"",""resourceID"":""isad:lh:2272"",""capacity"":""Peter Benoit : een kampioen der nationale gedachte"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/4bbbd8e0-69c2-525f-909c-aefc6f179351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"34,6 x 21,6",,,,,,,,,,,,,"34,6 x 21,6 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,346,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,216,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,348,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,322,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:2458_#1,isad:lh:184260,4cd02e92-a809-5f7c-8a57-0868b3a50ce2,,127178/a,B 115 / H,tr:lh:5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_ProductionActors,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22c3b58e-e95e-5e4c-8c50-303a86b85940,au::10195,ui,publishers,,,,,,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
4cd02e92-a809-5f7c-8a57-0868b3a50ce2,tg:lhhs:2458_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
