ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:3505_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/dd1e3d0c-29be-5692-a63e-a07f169c3478,object identifier,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_AcquisitionNumbers,1,,,,36559/9,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Acquisitions,1,tr:lh:1978,"dlod={""name"":""Archief van Cyriel Buysse"",""ark"":""ark:/24970/x0/eb83152c-3be1-5297-9156-ab4d4a4b1457"",""uri"":""/repositories/11/accessions/211649"",""id"":""tr:lh:1978"",""date"":""1948-07-02"",""granter"":""René Buysse"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/eb83152c-3be1-5297-9156-ab4d4a4b1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Archives,1,,,,,,,,,,,isad:lh:87281,"dlod={""name"":""1930 - Uit het leven"",""ark"":""ark:/24970/x0/f25dfeac-f1db-552f-a68c-e7bb87d70d02"",""uri"":""/repositories/11/archival_objects/9339070"",""id"":""isad:lh:87281"",""nameWithContext"":[""Werkstukken"",""Handschriften van Cyriel Buysse"",""Verhalend proza / Fictie""],""resourceName"":""Archief van Cyriel Buysse"",""resourceArk"":""ark:/24970/x0/fdb1ee38-f63a-5f0f-b554-d61cb9325446"",""resourceURI"":""/repositories/11/resources/8762554"",""resourceID"":""isad:lh:81893"",""capacity"":""1930 - Uit het leven"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/f25dfeac-f1db-552f-a68c-e7bb87d70d02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"27,7 x 20,3",,,,,,,,,,,,,"27,7 x 20,3 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,277,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,203,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,8,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:3505_#1,isad:lh:87281,dd1e3d0c-29be-5692-a63e-a07f169c3478,,36559/9,B 995 / H (17),tr:lh:1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.0,permission required,,,,,,,,
dd1e3d0c-29be-5692-a63e-a07f169c3478,tg:lhhs:3505_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1gOmrKcHIBNfikQUW0CGURy,lhhs,https://dams.antwerpen.be/iiif/A1gOmrKcHIBNfikQUW0CGURy/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A1gOmrKcHIBNfikQUW0CGURy,DAMS Image,lh,Tekstdrager
