ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:12674_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/3c746f49-7807-5a8b-9728-0793bea46240,object identifier,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_AcquisitionNumbers,1,,,,120002/2,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_Archives,1,,,,,,,,,,,isad:lh:91109,"dlod={""name"":""10"",""ark"":""ark:/24970/x0/98e32107-16ec-54d4-a3bb-cf8136480db6"",""uri"":""/repositories/11/archival_objects/9748666"",""id"":""isad:lh:91109"",""nameWithContext"":[""Werkstukken"",""Handschriften van Cyriel Verschaeve"",""Poëzie""],""resourceName"":""Archief van Cyriel Verschaeve"",""resourceArk"":""ark:/24970/x0/29b236d6-4590-5c7a-b586-b9a2c266c48e"",""resourceURI"":""/repositories/11/resources/657411"",""resourceID"":""isad:lh:6144"",""capacity"":""10"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/98e32107-16ec-54d4-a3bb-cf8136480db6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,330x211,,,,,,,,,,,,,"330x211 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,3300,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,2110,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,fc,,,,,,,,,,,,,,photocopies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,2,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,2,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:12674_#1,isad:lh:91109,3c746f49-7807-5a8b-9728-0793bea46240,,120002/2,V 486 / H (10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,pz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,hs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
3c746f49-7807-5a8b-9728-0793bea46240,tg:lhhs:12674_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,permission required,,,,,,,,
