ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:3917_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/2a6138df-238f-5641-8699-e919238a2112,object identifier,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_AcquisitionNumbers,1,,,,93804/2,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Acquisitions,1,tr:lh:4768,"dlod={""name"":""Archief van Floris van der Mueren"",""ark"":""ark:/24970/x0/d484da06-5248-5284-a6b4-d3e5af40d8b1"",""uri"":""/repositories/11/accessions/510179"",""id"":""tr:lh:4768"",""date"":""1975-03-18"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d484da06-5248-5284-a6b4-d3e5af40d8b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Archives,1,,,,,,,,,,,isad:lh:87617,"dlod={""name"":""Handschriften van Emiel Bergen"",""ark"":""ark:/24970/x0/ffe4076a-c978-5339-b074-62e732c31ed3"",""uri"":""/repositories/11/archival_objects/9375022"",""id"":""isad:lh:87617"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door Floris van der Mueren""],""resourceName"":""Archief van Floris van der Mueren"",""resourceArk"":""ark:/24970/x0/1bd72845-c6f9-5799-9dd1-0c5907e0ffac"",""resourceURI"":""/repositories/11/resources/22687"",""resourceID"":""isad:lh:212"",""capacity"":""Handschriften van Emiel Bergen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ffe4076a-c978-5339-b074-62e732c31ed3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"29,6 x 21,1",,,,,,,,,,,,,"29,6 x 21,1 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,296,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,211,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,5,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,5,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6138df-238f-5641-8699-e919238a2112,tg:lhhs:3917_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:3917_#1,isad:lh:87617,2a6138df-238f-5641-8699-e919238a2112,,93804/2,B 463 / H (1),tr:lh:4768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
