ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:11897_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/bc01a33a-2b46-5c96-b9ac-f045a517cc49,object identifier,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_AcquisitionNumbers,1,,,,201616/1-3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Acquisitions,1,tr:lh:7785,"dlod={""name"":""Archief van Frans Carolina Ridwit"",""ark"":""ark:/24970/x0/b7d2ccfb-56a3-54db-8ef0-98834b7eb8d1"",""uri"":""/repositories/11/accessions/832998"",""id"":""tr:lh:7785"",""date"":""2005-01-15"",""granter"":""(Mevr.) L. de Ridder"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b7d2ccfb-56a3-54db-8ef0-98834b7eb8d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Archives,1,,,,,,,,,,,isad:lh:90809,"dlod={""name"":""Handschriften van Paul de Vree"",""ark"":""ark:/24970/x0/6f77c6f8-d8c0-503d-be19-f5a34ee706e8"",""uri"":""/repositories/11/archival_objects/9716566"",""id"":""isad:lh:90809"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door Frans Carolina Ridwit""],""resourceName"":""Archief van Frans Carolina Ridwit"",""resourceArk"":""ark:/24970/x0/f9e958fc-e04f-5d9e-a2f9-0d3cf428a01b"",""resourceURI"":""/repositories/11/resources/8844837"",""resourceID"":""isad:lh:82662"",""capacity"":""Handschriften van Paul de Vree"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6f77c6f8-d8c0-503d-be19-f5a34ee706e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,4 x 27,4",,,,,,,,,,,,,"21,4 x 27,4 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,214,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,274,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,3,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,3,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc01a33a-2b46-5c96-b9ac-f045a517cc49,tg:lhhs:11897_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:11897_#1,isad:lh:90809,bc01a33a-2b46-5c96-b9ac-f045a517cc49,,201616/1-3,R 467 / H (7),tr:lh:7785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
