ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:15260_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/448530c7-ed4d-5434-b4f6-06410f3ba606,object identifier,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_AcquisitionNumbers,1,,,,61982,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Acquisitions,1,tr:lh:3092,"dlod={""name"":""Nalatenschap van Lubbertus Leopold"",""ark"":""ark:/24970/x0/d6b25fba-d5e4-57a3-b31d-75f79dc98b90"",""uri"":""/repositories/11/accessions/330847"",""id"":""tr:lh:3092"",""date"":""1959-08-25"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d6b25fba-d5e4-57a3-b31d-75f79dc98b90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Archives,1,,,,,,,,,,,isad:lh:103798,"dlod={""name"":""Handschriften van  Virginie Loveling "",""ark"":""ark:/24970/x0/33d9d0d1-6bdc-5505-a602-859cd013cd17"",""uri"":""/repositories/11/archival_objects/11106389"",""id"":""isad:lh:103798"",""nameWithContext"":[""Handschriften toegezonden aan Lubbertus Leopold""],""resourceName"":""Archief van Lubbertus Leopold"",""resourceArk"":""ark:/24970/x0/57407cd8-a90d-5669-9fe3-e28e3e06d3a7"",""resourceURI"":""/repositories/11/resources/644357"",""resourceID"":""isad:lh:6022"",""capacity"":""Handschriften van  Virginie Loveling "",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/33d9d0d1-6bdc-5505-a602-859cd013cd17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,5 x 16,9",,,,,,,,,,,,,"21,5 x 16,9 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,215,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,169,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,70,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,70,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:15260_#1,isad:lh:103798,448530c7-ed4d-5434-b4f6-06410f3ba606,,61982,L 863 / H (1),tr:lh:3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
448530c7-ed4d-5434-b4f6-06410f3ba606,tg:lhhs:15260_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,pz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
