ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
6bead15e-dd1f-5a41-ab64-2fbe3d534e87,tg:lhaq:8538,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een ander kostuumontwerp voor man geschilderd met plakkaatverf, aquarel, potlood en Oost-Indische inkt, maar de afbeelding is met streepjes in rood krijt niet bruikbaar gemaakt.</p>
",descriptive note,Nederlands
4fcafa1b-9cb6-5d03-97b3-ddc9f05c40ce,tg:lhaq:8982,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is met potlood geschreven: _3 muzikanten (met<br />
mouwen) worden later 3 boeren door en suplementvest <em>zonder</em> mouwen en andere<br />
hoed.</p>
",descriptive note,Nederlands
59c82674-92dc-56f8-bfa0-d83a226450f2,tg:lhaq:8744,e73_Descriptions,1,note.lhdetail,"<p>De rol van Jessica, dochter van Shylock, werd door de actrice Julienne de Bruyn vertolkt.</p>
",descriptive note,Nederlands
30105cee-8edd-5130-98f6-31fab7e2c6c5,tg:lhaq:8671,e73_Descriptions,1,note.lhdetail,"<p>Het personage Etelka werd  door de actrice Stella Blanchart vertolkt.</p>
",descriptive note,Nederlands
14e0172d-cdf0-5ff3-a7f2-444514a91909,tg:lhaq:5466,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart.</p>
",descriptive note,Nederlands
8b97c304-4c0e-5500-93f2-ad9ff4574784,tg:lhaq:7264,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een schets in potlood van een man.</p>
",descriptive note,Nederlands
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,tg:lhaq:8575,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een lijntekening met balpen voor het kostuumontwerp echtgenoot die in een klucht spelt.</p>
",descriptive note,Nederlands
a000cc9e-3f28-5e94-8a6a-454323f37c62,tg:lhaq:9271,e73_Descriptions,1,note.lhdetail,"<p>Voorstudie voor affiche. Gedrukte affiche ook in ons bezit onder inventarisnummer: 236433, 236645, 236774/1,2 en posterrecordnummer: 101.</p>
",descriptive note,Nederlands
b8bba92d-e005-5aff-bad5-3909b32e7746,tg:lhaq:4605,e73_Descriptions,1,note.lhdetail,"<p>Felix Timmermans</p>
<p>VERHALENKALENDER VOOR 1932</p>
<p>De burgemeester (januari)</p>
<p>Stan en Neel Sop waren tweelingbroers en geleken zo veel op elkaar dat er<br />
altijd abuizen ontstonden. 't Waren jongmans bij de zestig jaar. Op een zondag<br />
deed het nieuws de ronde dat Stan met de weduwe van de mulder ging trouwen.<br />
Neel zag er zo 't schijnt geen graten in, maar toen hij kort op dit nieuws<br />
zich voorstelde met de kiezing voor gemeenteraadslid, met al de kans van<br />
burgemeester te worden, draaide de weduwe haar hart naar de andere kant en<br />
vree met Neel. De ene is de andere, zei ze, en dan heb ik toch liever de<br />
burgemeester. Nu schoot Stan in zijn furie en stelde zich ook voor als<br />
gemeenteraadslid maar op een andere lijst, ook met de kans van burgemeester te<br />
worden. 't Was een vinnige kiesperiode, de twee broers tegen elkander. En Stan<br />
moet toch de slimste geweest zijn, want de dag voor de kiezing ging hij de<br />
wegen op en zei overal : 'Mensen, ge moet voor mij, Neel, niet stemmen. Het is<br />
niet goed dat twee broers in haat komen. Stem gerust voor mijn broer Stan. Ik<br />
ga toch trouwen met de weduwe van de mulder zoals gij weet, en ik wil gerust<br />
zijn. Stem dus gerust voor mijn broer Stan.' 't Was eerst 's anderendaag als<br />
de kiezing ten einde liep, dat Neel vernam wat Stan had gezegd. En Stan werd<br />
gekozen, Neel niet. Een maand nadien was Stan burgemeester. De weduwe van de<br />
mulder is dan maar terug naar Stan gegaan. 'De ene is de andere, zei ze, en 'k<br />
heb toch liever de burgemeester.' Z'is met Stan getrouwd. Neel is er ziek van<br />
geworden, maar is er toch niet van gestorven, hij trouwde met een poes van<br />
achttien jaar. Ik had gaarne de twee broers getekend, maar daar ze zo veel op<br />
elkander gelijken, heb ik er maar één genomen, Stan of Neel ik weet het zelf<br />
niet.</p>
<p>Uit : &quot;De jaren gaan voorbij&quot; Jaarboek 2002 van het Felix Timmermans-<br />
genootschap, samengesteld door Louis Vercammen.</p>
",descriptive note,Nederlands
826d744f-1e33-5169-874b-f6f0cde769b1,tg:lhaq:7348,e73_Descriptions,1,note.lhdetail,"<p>Vermoedelijk jeugdwerk.</p>
",descriptive note,Nederlands
4f18596e-2178-5428-8675-359a1a58ed81,tg:lhaq:8364,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een academische tekening in houtskool van een hand.</p>
",descriptive note,Nederlands
36648aba-a910-5383-9e45-3e8dfa4e80cc,tg:lhaq:8374,e73_Descriptions,1,note.lhdetail,"<p>Ambroos werd gespeeld door de acteur Paul  's Jongers , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
53feff83-9ce8-5d25-bbad-6f1d07ce8043,tg:lhaq:9278,e73_Descriptions,1,note.lhdetail,"<p>Aquarel knipwerk op zwarte achtergrond.</p>
",descriptive note,Nederlands
3ff4bcc1-5b0a-522e-9ebc-8aab1ecdcb8c,tg:lhaq:8762,e73_Descriptions,1,note.lhdetail,"<p>De rol van Tubal, een Joodse vriend van Shylock, werd door de acteur Maurits Goossens vertolkt.</p>
",descriptive note,Nederlands
a01bb625-5d65-5d91-9a94-eaff6a415144,tg:lhaq:8668,e73_Descriptions,1,note.lhdetail,"<p>Het personage vrouw Müller, Schweijks hospita, werd  door de actrice Germaine Loosveldt vertolkt.</p>
",descriptive note,Nederlands
501c7580-ebf8-5adf-b5cb-97b4e075e7e3,tg:lhaq:8678,e73_Descriptions,1,note.lhdetail,"<p>Het personage krijgsauditeur Braun werd  door de acteur Free Waeles vertolkt.</p>
",descriptive note,Nederlands
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,e73_Descriptions,1,note.lhdetail,"<p>Het klein beeld van de doedelzakspeler is aan de rechterkant van de bedelaar geplakt.</p>
",descriptive note,Nederlands
00c83b2d-af37-5829-b5bd-00c81e69deec,tg:lhaq:8375,e73_Descriptions,1,note.lhdetail,"<p>Charles Quint (Keyser Karel) werd gespeeld door de acteur Jo Dua , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
251fdbd9-6514-5de8-98fc-4eb223cd014e,tg:lhaq:8933,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een schets in potlood voor een decorontwerp.</p>
",descriptive note,Nederlands
9d64e014-57f1-5288-af8d-e4becab847d3,tg:lhaq:9067,e73_Descriptions,1,note.lhdetail,"<p>Het aquarel werd door de kunstenaar zelf voorzien van een Passe-partout (220639/1b) en verankerd door middel van schilderstape. De passe-partout werd losgemaakt van het aquarel, om op termijn, beschadiging door inwerken van de lijm te voorkomen.</p>
",descriptive note,Nederlands
fd4b07fe-4d67-5554-8bbb-85d66d8f6da7,tg:lhaq:8763,e73_Descriptions,1,note.lhdetail,"<p>De rol van Nerissa, de kamerjuffer van Portia, werd door de actrice Ketty van de Poel vertolkt.</p>
",descriptive note,Nederlands
a4dfa483-609a-5d78-b506-19b9f51fadf4,tg:lhaq:9279,e73_Descriptions,1,note.lhdetail,"<p>Vier verschillende voorstudies voor dezelfde affiche. Gedrukte affiche is ook in ons bezit onder inventarisnummers: 211787/2, 215048/66, 237135|1-4. Posterrecordnummer: 2930.</p>
",descriptive note,Nederlands
0f633b29-fd17-5e80-9cf5-a0d271042edf,tg:lhaq:7304,e73_Descriptions,1,note.lhdetail,"<p>vermoedelijke een jeugdwerk.</p>
",descriptive note,Nederlands
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,e73_Descriptions,1,note.lhdetail,"<p>Het personage De Overeste, vader werd  door de acteur Marcel Cauwenberg vertolkt.</p>
",descriptive note,Nederlands
fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,tg:lhaq:8669,e73_Descriptions,1,note.lhdetail,"<p>Het personage oppergeneraal God werd  door de acteur G. Vandermeulen vertolkt.</p>
",descriptive note,Nederlands
abf69d90-6d70-571b-923d-a88c72a51a44,tg:lhaq:8684,e73_Descriptions,1,note.lhdetail,"<p>Het personage Dienstmeisje van de Overste werd  door de actrice Ketty van de Poel vertolkt.</p>
",descriptive note,Nederlands
bd725bc4-04f3-583c-820c-474b514bd0cd,tg:lhaq:8755,e73_Descriptions,1,note.lhdetail,"<p>De rol van Lorenzo, minnar van Jessica, werd door de acteur Rik Hancké vertolkt.</p>
",descriptive note,Nederlands
22ee8826-ff80-52cc-aa8e-db89439de95a,tg:lhaq:9051,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een reeks schetsen voor andere muziek voorstellingen. (Iconografie 9052i)</p>
",descriptive note,Nederlands
849bb1ac-a70e-5e7e-888f-d01bf56da95f,tg:lhaq:8915,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een potlood tekening van een kostuum voor jonge.</p>
",descriptive note,Nederlands
9504b07e-dcd1-52a6-8365-de2f3038a0f3,tg:lhaq:5467,e73_Descriptions,1,note.lhdetail,"<p>Tekening op postkaart.</p>
",descriptive note,Nederlands
40251589-d63c-558e-becc-1ef216174bfd,tg:lhaq:8670,e73_Descriptions,1,note.lhdetail,"<p>Het personage luitenant Lukasch werd  door de acteur Marcel Hendrickx vertolkt.</p>
",descriptive note,Nederlands
59028086-2451-5966-b5b7-c5ac230afad5,tg:lhaq:9270,e73_Descriptions,1,note.lhdetail,"<p>Drie voorstudies voor dezelfde affiche. Gedrukte affiche is ook in ons bezit onder inventarisnummer: 59956 en 225045/151 en posterrecordnummer: 8374.</p>
",descriptive note,Nederlands
1c8565d8-1eab-59af-91c5-b819dbc81022,tg:lhaq:9425,e73_Descriptions,,id.desc,"Het water van de Nete, knotwilgen en in de verte een boerderijtje.",descriptive note,Nederlands
1c8565d8-1eab-59af-91c5-b819dbc81022,tg:lhaq:9425,e73_Descriptions,2,note.lhdetail,"<p>Het werd geschilderd in sepia kleur met 'water uit een beek tijdens een wandeling'</p>
",descriptive note,Nederlands
7fe47df2-b25c-57de-86ba-3eeeb1dc802f,tg:lhaq:7265,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,e73_Descriptions,1,note.lhdetail,"<p>Maye werd gespeeld door de actrice Jeanne Geldof , van &quot;De Studio van het Nationaal Toneel</p>
",descriptive note,Nederlands
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een lijntekening in potlood van een ander mannelijk kostuumontwerp.</p>
",descriptive note,Nederlands
356092e8-285e-56f9-85d3-8268e437455b,tg:lhaq:8358,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is er een voorontwerp in potlood  met afmetingen.</p>
",descriptive note,Nederlands
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,tg:lhaq:8771,e73_Descriptions,1,note.lhdetail,"<p>De rol van Balthazar, bediende van Portia, werd door de acteur Ray Verhaeghe vertolkt.</p>
",descriptive note,Nederlands
adfaa211-c92c-58d7-8f8b-cd0a2283573a,tg:lhaq:7258,e73_Descriptions,1,note.lhdetail,"<p>Waterverf schets met enkele potloodlijnen.</p>
",descriptive note,Nederlands
c12d5c03-d5f3-5166-854a-a882b6466a70,tg:lhaq:8549,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een lijntekening in potlood van een mannelijk personage met de benaming gastheer.</p>
",descriptive note,Nederlands
e360d5e2-779f-5483-93cd-9979a48cb9e5,tg:lhaq:9053,e73_Descriptions,1,note.lhdetail,"<p>Op de achterkant van het blad is een studie in gouache voor een mannelijk kostuum en andere schetsen in potlood voor vrouwen.(Iconografie 9054i)</p>
",descriptive note,Nederlands
