ResourceID,brocade.id,card,order,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type
d93ab071-1d37-576c-98af-db3682c987ee,tg:lhpr:10148,e73_ExternalRelations,1,gerelateerde publicatie,1860,Nederlands,remarks,c:lvd:115034,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
61bf8df5-a417-566b-a20e-829af5ec2999,tg:lhpr:10030,e73_ExternalRelations,1,gepubliceerd in /als,Plaat 21,Nederlands,remarks,c:lvd:649252,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
f6373c4d-c7c9-5c4c-956c-425be5759a59,tg:lhpr:10020,e73_ExternalRelations,1,gepubliceerd in /als,Plaat 11,Nederlands,remarks,c:lvd:649252,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
bea91b69-5c2d-5821-8555-bce6618bf454,tg:lhpr:9902,e73_ExternalRelations,1,gepubliceerd in /als,frontispies,Nederlands,remarks,c:lvd:572702,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
fce0de92-5aea-57cd-b01d-98830816f56e,tg:lhpr:9677,e73_ExternalRelations,1,gerelateerde publicatie, naast p. 109,Nederlands,remarks,c:lvd:571494,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
7abe12aa-0276-5b89-a33c-15c3565259d7,tg:lhpr:9667,e73_ExternalRelations,1,gerelateerde publicatie,"Dl. II, naast p. 32.",Nederlands,remarks,c:lvd:571491/N,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
cb0304ec-e0f0-5e91-8368-2f223709c6ef,tg:lhpr:10099,e73_ExternalRelations,1,gerelateerde publicatie,Dl. IV,Nederlands,remarks,c:lvd:609032,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
ef383356-dadc-5326-a2bf-4d3e40e1cde3,tg:lhpr:10193,e73_ExternalRelations,1,gerelateerde publicatie,1881,Nederlands,remarks,c:lvd:115034,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
417e3dcb-9386-5951-be44-2a44b1288567,tg:lhpr:10183,e73_ExternalRelations,1,gerelateerde publicatie,1876,Nederlands,remarks,c:lvd:115034,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
8cc5999b-e71e-527f-9a7f-f9d201e79f77,tg:lhpr:9818,e73_ExternalRelations,1,gepubliceerd in /als,naast p. 84,Nederlands,remarks,c:lvd:571481,https://anet.be/record/opacanet/,Publicaties in de Anet catalogus
