brocade.id,dams_uuid,ResourceID,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
tg:lhaq:1398_#1,w2lWhaAUbWhkQZkTag1sBXG3,f3a99ccd-bdfb-565c-88b3-b31b5a02cc3f,lhaq,https://dams.antwerpen.be/iiif/w2lWhaAUbWhkQZkTag1sBXG3/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/w2lWhaAUbWhkQZkTag1sBXG3,DAMS Image,lh,Iconografie
tg:lhaq:1446_#1,rXoXHcJeGgjpQLoMNZhKtaWo,d6ba6042-28d6-5ccc-8c27-7c6e3cde5afa,lhaq,https://dams.antwerpen.be/iiif/rXoXHcJeGgjpQLoMNZhKtaWo/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/rXoXHcJeGgjpQLoMNZhKtaWo,DAMS Image,lh,Iconografie
tg:lhaq:1693_#1,lOU7GBeHLfabKV3PrHM552Gg,529b31fe-4984-5ef2-8541-17e62c8cf8e2,lhaq,https://dams.antwerpen.be/iiif/lOU7GBeHLfabKV3PrHM552Gg/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/lOU7GBeHLfabKV3PrHM552Gg,DAMS Image,lh,Iconografie
tg:lhaq:1694_#1,YCcaZffqFVVS9wSLZX912sLI,ba85e96c-761b-591e-b8fd-8f3c75d00a50,lhaq,https://dams.antwerpen.be/iiif/YCcaZffqFVVS9wSLZX912sLI/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/YCcaZffqFVVS9wSLZX912sLI,DAMS Image,lh,Iconografie
tg:lhaq:1753_#1,n2aFNTXYjufMVaIGnWI4fEr5,33d02bf3-0d08-5640-b89c-54f3e6824157,lhaq,https://dams.antwerpen.be/iiif/n2aFNTXYjufMVaIGnWI4fEr5/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/n2aFNTXYjufMVaIGnWI4fEr5,DAMS Image,lh,Iconografie
tg:lhaq:20_#1,N1mTX5dBdUdG6aOIbiwxMCUA,4a821d8e-feb1-530e-92ae-d73ff2d021aa,lhaq,https://dams.antwerpen.be/iiif/N1mTX5dBdUdG6aOIbiwxMCUA/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/N1mTX5dBdUdG6aOIbiwxMCUA,DAMS Image,lh,Iconografie
tg:lhaq:21_#1,hOWOfhhPZSYSnpgJQwVWZbfo,2e6f3398-d238-54c5-9ba6-a3683fbdf689,lhaq,https://dams.antwerpen.be/iiif/hOWOfhhPZSYSnpgJQwVWZbfo/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/hOWOfhhPZSYSnpgJQwVWZbfo,DAMS Image,lh,Iconografie
tg:lhaq:2369_#1,m1ghaSjppdOtIuVNefxXLewR,ef945251-6f81-5cb1-ac27-814527bc707c,lhaq,https://dams.antwerpen.be/iiif/m1ghaSjppdOtIuVNefxXLewR/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/m1ghaSjppdOtIuVNefxXLewR,DAMS Image,lh,Iconografie
tg:lhaq:2371_#1,z2Gwb76Ehs7XrDnoePnp2YDN,f6353d2d-0e1c-53da-b709-fe6ce755a0a2,lhaq,https://dams.antwerpen.be/iiif/z2Gwb76Ehs7XrDnoePnp2YDN/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/z2Gwb76Ehs7XrDnoePnp2YDN,DAMS Image,lh,Iconografie
tg:lhaq:2380_#1,WlQadcRW9DUbxceEeFhJmTZU,d31972fe-94f8-5882-838e-d5d39442241c,lhaq,https://dams.antwerpen.be/iiif/WlQadcRW9DUbxceEeFhJmTZU/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/WlQadcRW9DUbxceEeFhJmTZU,DAMS Image,lh,Iconografie
tg:lhaq:2381_#1,K1UOUgCW9YFSCatTUR6JNNTR,2f699e10-2806-595e-b97f-c479551037ea,lhaq,https://dams.antwerpen.be/iiif/K1UOUgCW9YFSCatTUR6JNNTR/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/K1UOUgCW9YFSCatTUR6JNNTR,DAMS Image,lh,Iconografie
tg:lhaq:2384_#1,v1ickeiddnnxPicyLpJjRhZ8,d82c7a2c-2ad3-54c8-95bb-702a14e1aea5,lhaq,https://dams.antwerpen.be/iiif/v1ickeiddnnxPicyLpJjRhZ8/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/v1ickeiddnnxPicyLpJjRhZ8,DAMS Image,lh,Iconografie
tg:lhaq:2385_#1,gdNdilXRYWLORSWWaCWhvK0w,403e41ea-8dd8-529f-938b-638b5eeb8bc4,lhaq,https://dams.antwerpen.be/iiif/gdNdilXRYWLORSWWaCWhvK0w/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/gdNdilXRYWLORSWWaCWhvK0w,DAMS Image,lh,Iconografie
tg:lhaq:2387_#1,B2ZFscajVPdPtaHUZUFCnA0v,d83df983-417c-54c0-b603-b958b8f4ee26,lhaq,https://dams.antwerpen.be/iiif/B2ZFscajVPdPtaHUZUFCnA0v/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/B2ZFscajVPdPtaHUZUFCnA0v,DAMS Image,lh,Iconografie
tg:lhaq:2391_#1,Q1ShjX2lFZreMDJNUXDH6weZ,764ea0fd-0264-5f4a-976d-fe4f69d4e225,lhaq,https://dams.antwerpen.be/iiif/Q1ShjX2lFZreMDJNUXDH6weZ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Q1ShjX2lFZreMDJNUXDH6weZ,DAMS Image,lh,Iconografie
tg:lhaq:2396_#1,Q2WnxbRUOEkURTZq3O2dhGTu,1bd19a47-e85b-557d-a3c6-b51538a9db99,lhaq,https://dams.antwerpen.be/iiif/Q2WnxbRUOEkURTZq3O2dhGTu/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Q2WnxbRUOEkURTZq3O2dhGTu,DAMS Image,lh,Iconografie
tg:lhaq:2398_#1,A1MVSgScsbIDVDTiNe4hpKBK,aeaeeb26-e353-569e-ae72-9a8c1113fcc2,lhaq,https://dams.antwerpen.be/iiif/A1MVSgScsbIDVDTiNe4hpKBK/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A1MVSgScsbIDVDTiNe4hpKBK,DAMS Image,lh,Iconografie
tg:lhaq:2555_#1,eccVpMdOZQcP99FSdtkPbgFu,00a08234-8130-5dca-a99c-08b668d566fa,lhaq,https://dams.antwerpen.be/iiif/eccVpMdOZQcP99FSdtkPbgFu/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/eccVpMdOZQcP99FSdtkPbgFu,DAMS Image,lh,Iconografie
tg:lhaq:2583_#1,rQHUkZTpKnQ5gLNqZCCyl5wj,9201ccdf-0dc1-5171-942f-c7fcc0487c6b,lhaq,https://dams.antwerpen.be/iiif/rQHUkZTpKnQ5gLNqZCCyl5wj/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/rQHUkZTpKnQ5gLNqZCCyl5wj,DAMS Image,lh,Iconografie
tg:lhaq:2627_#1,c25WNSbdOtbXiqs1Ju0gzNE1,ee40ac53-c130-5c03-a5e5-e8cb9763527f,lhaq,https://dams.antwerpen.be/iiif/c25WNSbdOtbXiqs1Ju0gzNE1/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/c25WNSbdOtbXiqs1Ju0gzNE1,DAMS Image,lh,Iconografie
tg:lhaq:2629_#1,Y2WJNpgGZjkYaMZUOO1ZgFao,1b6aacc0-35d5-5c18-8acc-c1c6de82f0d4,lhaq,https://dams.antwerpen.be/iiif/Y2WJNpgGZjkYaMZUOO1ZgFao/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Y2WJNpgGZjkYaMZUOO1ZgFao,DAMS Image,lh,Iconografie
tg:lhaq:2630_#1,pObDMKrwMbNkhXxYX4J7ROzg,273609b8-648f-59b9-a8aa-ea03266a6d90,lhaq,https://dams.antwerpen.be/iiif/pObDMKrwMbNkhXxYX4J7ROzg/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/pObDMKrwMbNkhXxYX4J7ROzg,DAMS Image,lh,Iconografie
tg:lhaq:2632_#1,yTIZ6KrWxeLoVhbNRlmItUf9,70687b7c-8c28-59f3-bc6b-369007c989ec,lhaq,https://dams.antwerpen.be/iiif/yTIZ6KrWxeLoVhbNRlmItUf9/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/yTIZ6KrWxeLoVhbNRlmItUf9,DAMS Image,lh,Iconografie
tg:lhaq:2658_#1,bULTijkUBaQcRMJPaZZ3RFGi,e110be7f-6710-590c-af55-b541806c1608,lhaq,https://dams.antwerpen.be/iiif/bULTijkUBaQcRMJPaZZ3RFGi/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/bULTijkUBaQcRMJPaZZ3RFGi,DAMS Image,lh,Iconografie
tg:lhaq:2660_#1,Y1aJJnNEnQqI8WPDMPnezUUS,89fc49e7-870b-56d9-8f8e-e3f299ea89b8,lhaq,https://dams.antwerpen.be/iiif/Y1aJJnNEnQqI8WPDMPnezUUS/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Y1aJJnNEnQqI8WPDMPnezUUS,DAMS Image,lh,Iconografie
tg:lhaq:2661_#1,w2jPBfUnTom9HXjEYi0eB2Id,22fad278-091c-5106-b035-2a163c331616,lhaq,https://dams.antwerpen.be/iiif/w2jPBfUnTom9HXjEYi0eB2Id/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/w2jPBfUnTom9HXjEYi0eB2Id,DAMS Image,lh,Iconografie
tg:lhaq:2662_#1,CJlXXlaUX2YEW7lhTVR4CGtH,bcc9325b-9af2-580c-adc8-4102ae729931,lhaq,https://dams.antwerpen.be/iiif/CJlXXlaUX2YEW7lhTVR4CGtH/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/CJlXXlaUX2YEW7lhTVR4CGtH,DAMS Image,lh,Iconografie
tg:lhaq:2663_#1,q1NnBombWiEhPEjIS5PwkjzE,bf143df1-e612-5a11-aeb9-cea87aa267f2,lhaq,https://dams.antwerpen.be/iiif/q1NnBombWiEhPEjIS5PwkjzE/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/q1NnBombWiEhPEjIS5PwkjzE,DAMS Image,lh,Iconografie
tg:lhaq:2691_#1,P2So8a4LalNTXNgLWQ7EIazT,b1df2e47-1f7d-56fa-9222-049d1b5bc54d,lhaq,https://dams.antwerpen.be/iiif/P2So8a4LalNTXNgLWQ7EIazT/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/P2So8a4LalNTXNgLWQ7EIazT,DAMS Image,lh,Iconografie
tg:lhaq:2693_#1,rlOCVD9J3dPPYb8ypp6RULow,62c7db6b-d4e9-5f84-b9f0-a115bd19626a,lhaq,https://dams.antwerpen.be/iiif/rlOCVD9J3dPPYb8ypp6RULow/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/rlOCVD9J3dPPYb8ypp6RULow,DAMS Image,lh,Iconografie
tg:lhaq:2751_#1,d1g7RUPMiWYGDVPh7BneSpoI,9fa6ca64-06ac-553e-b4cd-7ca55dec85d5,lhaq,https://dams.antwerpen.be/iiif/d1g7RUPMiWYGDVPh7BneSpoI/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/d1g7RUPMiWYGDVPh7BneSpoI,DAMS Image,lh,Iconografie
tg:lhaq:2753_#1,y1ae24vZZVcodhi5ZawDyz36,5bff39f3-753c-5e3d-a6aa-2e3944cb900a,lhaq,https://dams.antwerpen.be/iiif/y1ae24vZZVcodhi5ZawDyz36/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y1ae24vZZVcodhi5ZawDyz36,DAMS Image,lh,Iconografie
tg:lhaq:2791_#1,pUegTTQYUOPXQwRUtWw3uJh1,dce9b3d8-0852-5202-a71a-fc6359c9b7aa,lhaq,https://dams.antwerpen.be/iiif/pUegTTQYUOPXQwRUtWw3uJh1/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/pUegTTQYUOPXQwRUtWw3uJh1,DAMS Image,lh,Iconografie
tg:lhaq:2834_#1,E1lCZlCjLUMHrIlol9jZPAV3,219a6fbb-8b9c-5b89-8bd1-a80c1f56e8b2,lhaq,https://dams.antwerpen.be/iiif/E1lCZlCjLUMHrIlol9jZPAV3/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/E1lCZlCjLUMHrIlol9jZPAV3,DAMS Image,lh,Iconografie
tg:lhaq:2839_#1,y2gLNSibVGffGOCOUdncFAdZ,0e1112a6-f40e-518f-93b2-76c5f729d280,lhaq,https://dams.antwerpen.be/iiif/y2gLNSibVGffGOCOUdncFAdZ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y2gLNSibVGffGOCOUdncFAdZ,DAMS Image,lh,Iconografie
tg:lhaq:2857_#1,k2g6VZQG9TnbFhmdbOvmyVDz,0c4f9892-7f8a-5e95-98ae-daf2e5080b5c,lhaq,https://dams.antwerpen.be/iiif/k2g6VZQG9TnbFhmdbOvmyVDz/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/k2g6VZQG9TnbFhmdbOvmyVDz,DAMS Image,lh,Iconografie
tg:lhaq:2919_#1,o1j5RWYaVZZRMPDYsWKYvZXH,48d88d2d-2287-55f0-a055-10987e5442aa,lhaq,https://dams.antwerpen.be/iiif/o1j5RWYaVZZRMPDYsWKYvZXH/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/o1j5RWYaVZZRMPDYsWKYvZXH,DAMS Image,lh,Iconografie
tg:lhaq:2928_#1,L2BjSPxudVhGTkTI7YAH0Mum,bdf06050-facd-5b32-b9a3-60ba1dc45425,lhaq,https://dams.antwerpen.be/iiif/L2BjSPxudVhGTkTI7YAH0Mum/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/L2BjSPxudVhGTkTI7YAH0Mum,DAMS Image,lh,Iconografie
tg:lhaq:2947_#1,A2bUCdZaSZiRHVVFVjTNP5nw,14815096-79ea-57d2-a6d8-9f2ff1f5a934,lhaq,https://dams.antwerpen.be/iiif/A2bUCdZaSZiRHVVFVjTNP5nw/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A2bUCdZaSZiRHVVFVjTNP5nw,DAMS Image,lh,Iconografie
