ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
eb20ed28-011f-5631-9be6-a7d4518ecd60,tg:lhaq:9412_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
3ebde3a5-efb7-53e6-9e04-07cd7a186b33,tg:lhaq:9278_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
8b590cf1-eb72-54e5-a79a-27790f546509,tg:lhaq:9363_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
3b137c1b-56dc-5d47-bd6e-284319ac18bb,tg:lhaq:3311_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
26c05342-0e27-57b4-a400-33d96414b7f4,tg:lhaq:9409_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
347727ad-4183-5224-992f-31f2fe756b82,tg:lhaq:8072_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
65745274-ba34-57ca-8b66-79f33f663fd9,tg:lhaq:8067_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
6e9cc68f-fe33-5917-95dc-5f24ec018e03,tg:lhaq:2962_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
3d0a5348-977b-519c-8bd9-1fb15a5b154b,tg:lhaq:7753_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
44c4b714-f3c9-5a0f-8fd9-de45399dba85,tg:lhaq:9376_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
44c4b714-f3c9-5a0f-8fd9-de45399dba85,tg:lhaq:9376_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
912921bb-b8d9-5e31-836b-de878ca420c2,tg:lhaq:9367_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
6bd9eec3-906f-573a-931a-ee91980192e6,tg:lhaq:6316_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
f53f2599-2fd7-5443-8349-799d39e606cc,tg:lhpa:6901_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
cd9e9a04-daca-55ac-ace0-69fdc639fd8a,tg:lhpa:5685_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
bc53f775-7e90-518f-a770-3efb38518a35,tg:lhpa:9537_#1,e22_ProductionTechniques,4,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
d6c0bbc8-dba4-5ff2-8e56-7251c28bd0e5,tg:lhpa:9527_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
cacdeeed-2e52-5fd6-82a4-88b8e5a47465,tg:lhpa:9780_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
eb534b23-0a15-54b4-b310-f34abf900988,tg:lhpa:5684_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
349ca3e1-cede-50d5-9010-598e3a3449fc,tg:lhpa:6813_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
87b19c29-2e4d-5e1a-a6a1-bfb83c2edef9,tg:lhpa:9495_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,zlv,lavis (technique)
5b971cef-c7a9-53b6-bfbb-fe2d716640d6,tg:lhpa:9526_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
865d0b1d-63d4-5a1b-83de-8e6eda18e087,tg:lhpa:9572_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
a23779be-838a-5bc8-a5af-f50434f1929a,tg:lhpa:391_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
266752a3-6d23-5c51-b45e-02fe5c7e41cf,tg:lhpa:9777_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
82585542-f7c2-5f2d-84eb-1be496a16b4f,tg:lhpa:9524_#1,e22_ProductionTechniques,3,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
c3fdd141-ada4-5826-96b5-ef20fdf6baf3,tg:lhpa:9487_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
e89b16b6-252f-5761-899a-8965d33b6ae0,tg:lhpa:9512_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
35df79be-3cbd-5f99-a33a-a6b0f8f82700,tg:lhpa:9427_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
fcc780db-043d-5f0a-aa28-75f2e5e28e8a,tg:lhpa:6902_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
7af88527-2a08-5d4d-941a-f5c0521598f8,tg:lhpa:1579_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
30371cc3-2ada-5915-a0eb-9bda43f8095e,tg:lhpa:9513_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
1436a732-da59-5259-8b2e-54af1dc1ff13,tg:lhpa:392_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
5451a24a-3c33-5117-ad8b-99d9810896ab,tg:lhpa:9535_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
4dcd0449-6ffe-5ebc-9031-cccd6d6a6e80,tg:lhpa:9483_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
46f143a8-6844-5e6b-b41e-9a7b3bb20003,tg:lhpa:9574_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
71a2ea26-746f-50a3-b7b4-54c2ac337d3d,tg:lhpa:9670_#1,e22_ProductionTechniques,3,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
4122eb5c-ca9e-5452-a0cd-03988de2fb78,tg:lhpa:9414_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
ffcc84da-5a7f-51a2-9976-17a765f8116f,tg:lhpa:9185_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
ffcc84da-5a7f-51a2-9976-17a765f8116f,tg:lhpa:9185_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,tpe,pens (drawing and writing implements)
7d6fc075-3836-542f-9fbd-fe6cfc5cff30,tg:lhpa:9769_#1,e22_ProductionTechniques,3,kenmerken/lhtechaanvtk.lhtechtaddtk,zlv,lavis (technique)
7d6fc075-3836-542f-9fbd-fe6cfc5cff30,tg:lhpa:9769_#1,e22_ProductionTechniques,4,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
efa1f942-c75d-5c04-98c3-37018c4cd151,tg:lhpa:9567_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
b8695fa8-508b-55b6-ad48-25af2fabc48c,tg:lhpa:9770_#1,e22_ProductionTechniques,2,kenmerken/lhtechaanvtk.lhtechtaddtk,zlv,lavis (technique)
dc2897fa-f230-594f-b24e-d3308272f46a,tg:lhpa:167_#1,e22_ProductionTechniques,1,kenmerken/lhtechbasispa.lhtechpa,sag,reverse painting on glass (image-making)
5a8e1ad8-68a9-5c3c-b088-8850a05ea5db,tg:lhpa:9481_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tgt,mixed media
ee6320b7-3116-500a-9aba-94976851c8a4,tg:lhpa:9428_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvtk.lhtechtaddtk,tps,artists' brushes
