brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID, card
tg:lhpa:380,d:lh:223275,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_02_iconografie/04_Schilderijen/Schilderijen_range_38/tg_lhpa_380,lhpa,e73_LegacyImages,image high resolution,fe4e1877-1914-5f46-8deb-fe6208f7bf18,e73_LegacyImages
tg:lhpa:596,d:lh:262872,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_02_iconografie/04_Schilderijen/Schilderijen_range_59/tg_lhpa_596.tif,lhpa,e73_LegacyImages,image high resolution,f03b5711-2eb6-5cd9-bd3e-2df8f9232ff1,e73_LegacyImages
tg:lhpa:97,d:lh:246676,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_02_iconografie/04_Schilderijen/Schilderijen_range_97/tg_lhpa_97.tif,lhpa,e73_LegacyImages,image high resolution,9caf1df5-8ef6-5b6b-86f6-b6a442a126d5,e73_LegacyImages
tg:lhpr:10349,d:lh:282681,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10349.tif,lhpr,e73_LegacyImages,image high resolution,4575612f-5a5a-5cfc-b11d-bc0b6696e374,e73_LegacyImages
tg:lhpr:10350,d:lh:282574,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10350.tif,lhpr,e73_LegacyImages,image high resolution,4ef645ee-8be4-5055-aa15-20de32d0a62f,e73_LegacyImages
tg:lhpr:10351,d:lh:282573,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10351.tif,lhpr,e73_LegacyImages,image high resolution,c3b6df29-480c-5706-91b3-517db67e5ed6,e73_LegacyImages
tg:lhpr:10352,d:lh:282572,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10352.tif,lhpr,e73_LegacyImages,image high resolution,9c7d4f96-1bd5-5f73-9b36-dfc45992c132,e73_LegacyImages
tg:lhpr:10353,d:lh:282571,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10353.tif,lhpr,e73_LegacyImages,image high resolution,e4cd63a3-36ad-5ecc-9254-8b571e0d5209,e73_LegacyImages
tg:lhpr:10354,d:lh:282578,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10354.tif,lhpr,e73_LegacyImages,image high resolution,1aa5ea95-ad1d-5dac-a744-ffc7f5cc90ca,e73_LegacyImages
tg:lhpr:10355,d:lh:282577,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/10_/tg_lhpr_10355.tif,lhpr,e73_LegacyImages,image high resolution,fc8abcef-03d2-50bb-b537-66c19f133012,e73_LegacyImages
