db,brocade.id,ResourceID,order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,card
lhpr,tg:lhpr:10530_#1,b6cc0046-10b0-5bd7-b8dc-2b20c0aead1d,1,Antwerpen,,,Antwerpen (Antwerpen),au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,Antwerpen (Arrondissement Antwerpen),au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100139,5eba8578-9f35-5e2e-a844-9bfdea6f5119,au::100141,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:9658_#1,fc7910c8-7924-5207-b880-318e2992cd34,1,Hakendover,,,Hakendover (Tienen),au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,Hakendover (Tienen),au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,,au::101004,remarks,Nederlands,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/10807428"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:9657_#1,510d2303-2d8b-54d5-b34c-1cbd3d0aed5f,1,Hakendover,,,Hakendover (Tienen),au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,Hakendover (Tienen),au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,,au::101004,remarks,Nederlands,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/10807428"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:9656_#1,e2a24220-1aa2-589b-b9d7-83ad760ca138,1,Hakendover,,,Hakendover (Tienen),au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,Hakendover (Tienen),au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,,au::101004,remarks,Nederlands,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/10807428"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:12698_#1,a01b4f3f-bcb9-54bc-8865-25be52a01b3e,1,,au::101023,a27575bb-282d-5cfe-9356-05a49b29067f,,,,,,,au::101023,a27575bb-282d-5cfe-9356-05a49b29067f,,au::101023,remarks,Nederlands,"dlod={""name"":""Brugge (Arrondissement Brugge)"",""ark"":""ark:/83110/x0/a27575bb-282d-5cfe-9356-05a49b29067f"",""uri"":""/subjects/10809461"",""id"":""au::101023"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:10706_#1,0ffff076-c745-5753-a356-00c62efa2d8a,1,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,,,,,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,au::104541,remarks,Nederlands,"dlod={""name"":""Groningen (Gemeente Groningen)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/11185887"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:10705_#1,67b90fd2-fd84-5fa9-8898-8557b0ae1486,1,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,,,,,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,au::104541,remarks,Nederlands,"dlod={""name"":""Groningen (Gemeente Groningen)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/11185887"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:10704_#1,3f012e74-d5ac-5a72-ab5a-6106aa0bc7d0,1,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,,,,,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,au::104541,remarks,Nederlands,"dlod={""name"":""Groningen (Gemeente Groningen)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/11185887"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:10703_#1,b2036cac-a4a9-5718-ab51-268b2c9dfae7,1,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,,,,,,au::104541,54a61729-5fc7-520a-9134-3ace4b0ec0b9,,au::104541,remarks,Nederlands,"dlod={""name"":""Groningen (Gemeente Groningen)"",""ark"":""ark:/83110/x0/54a61729-5fc7-520a-9134-3ace4b0ec0b9"",""uri"":""/subjects/11185887"",""id"":""au::104541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
lhpr,tg:lhpr:4479_#1,0ff60660-ef77-5ae0-9ad7-036d694df2d2,1,,au::100141,,,,,,,,,,,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",e73_CreationPlacesSource_lhpr
