ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:221742_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/1a03a11e-eae4-57fd-af0e-9294db511676,object identifier,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_AcquisitionNumbers,1,,,,186699/5,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_Acquisitions,1,tr:lh:7336,"dlod={""name"":""Archief van Michel Seuphor"",""ark"":""ark:/24970/x0/21221d3a-7001-51de-9f76-ec8d0dd744a4"",""uri"":""/repositories/11/accessions/784955"",""id"":""tr:lh:7336"",""date"":""2003-06-26"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/21221d3a-7001-51de-9f76-ec8d0dd744a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_Archives,1,,,,,,,,,,,isad:lh:80190,"dlod={""name"":""Lajos Kassák"",""ark"":""ark:/24970/x0/36646444-54b5-5102-9731-ac1fa58b8693"",""uri"":""/repositories/11/archival_objects/8580333"",""id"":""isad:lh:80190"",""nameWithContext"":[""Briefwisseling/Lettres"",""Reeks K""],""resourceName"":""Archief van Michel Seuphor"",""resourceArk"":""ark:/24970/x0/ae31e955-ddae-563a-bf03-21ce2aa191b8"",""resourceURI"":""/repositories/11/resources/404249"",""resourceID"":""isad:lh:3778"",""capacity"":""Lajos Kassák"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/36646444-54b5-5102-9731-ac1fa58b8693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7336,tg:lhbr:221742_#1,186699/5,isad:lh:80190,S 59 / Archief K,1a03a11e-eae4-57fd-af0e-9294db511676,,,,,,,,,,,,,,,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brgg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greeting cards,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,permission required,,,,,,,,
1a03a11e-eae4-57fd-af0e-9294db511676,tg:lhbr:221742_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NpeQEfXPHBTFuiOTQyGull2S,lhbr,https://dams.antwerpen.be/iiif/NpeQEfXPHBTFuiOTQyGull2S/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/NpeQEfXPHBTFuiOTQyGull2S,DAMS Image,lhbr,Brief
