ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:216463_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/23644792-c1af-534e-9a07-820f3daf1364,object identifier,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_AcquisitionNumbers,1,,,,200270/90,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_Acquisitions,1,tr:lh:7702,"dlod={""name"":""Archief van Willem Elsschot"",""ark"":""ark:/24970/x0/45152756-999b-548f-b593-7643ee35c953"",""uri"":""/repositories/11/accessions/824117"",""id"":""tr:lh:7702"",""date"":""2003-12-11"",""granter"":""Vic van de Reijt"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/45152756-999b-548f-b593-7643ee35c953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_Archives,1,,,,,,,,,,,isad:lh:78562,"dlod={""name"":""Brieven van Peter van Steen"",""ark"":""ark:/24970/x0/88dcd331-e498-5849-a690-293ca7041320"",""uri"":""/repositories/11/archival_objects/8406137"",""id"":""isad:lh:78562"",""nameWithContext"":[""Literair archief"",""Briefwisseling"",""Briefwisseling niet opgenomen in de Brieven (ed. Vic van de Reijt)"",""Briefwisseling van Willem Elsschot met vertalers en uitgevers""],""resourceName"":""Archief van Willem Elsschot"",""resourceArk"":""ark:/24970/x0/e12e75da-2be5-520c-b3f0-d59aec3c1192"",""resourceURI"":""/repositories/11/resources/3805244"",""resourceID"":""isad:lh:35563"",""capacity"":""Brieven van Peter van Steen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/88dcd331-e498-5849-a690-293ca7041320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,fc,,,,,,,photocopies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7702,tg:lhbr:216463_#1,200270/90,isad:lh:78562,E 285 / B2,23644792-c1af-534e-9a07-820f3daf1364,,,,,,,,,,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
23644792-c1af-534e-9a07-820f3daf1364,tg:lhbr:216463_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,permission required,,,,,,,,
