ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:180621_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/294914f9-bf95-5a84-8993-6424e2b5ab64,object identifier,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_AcquisitionNumbers,1,,,,177311/150,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_Acquisitions,1,tr:lh:7063,"dlod={""name"":""Archief van Johan Daisne"",""ark"":""ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89"",""uri"":""/repositories/11/accessions/755744"",""id"":""tr:lh:7063"",""date"":""1994-06-08"",""granter"":""Marthe Kinaupenne"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_Archives,1,,,,,,,,,,,isad:lh:72082,"dlod={""name"":""Brieven aan Marie-Jo Gobron"",""ark"":""ark:/24970/x0/ee890838-306b-5584-b576-0c26cf6a16ad"",""uri"":""/repositories/11/archival_objects/7712777"",""id"":""isad:lh:72082"",""nameWithContext"":[""Briefwisseling"",""Brieven van Johan Daisne per correspondent""],""resourceName"":""Archief van Johan Daisne"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/32638"",""resourceID"":""isad:lh:305"",""capacity"":""Brieven aan Marie-Jo Gobron"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ee890838-306b-5584-b576-0c26cf6a16ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7063,tg:lhbr:180621_#1,177311/150,isad:lh:72082,D 125 / B,294914f9-bf95-5a84-8993-6424e2b5ab64,,,,,,,,,,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_ProductStadiums,1,,,,,,kenmerken.lhtypebr,brkl,,,,,,,,,,,,,,,,,,,,,,drafts (documents),,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
294914f9-bf95-5a84-8993-6424e2b5ab64,tg:lhbr:180621_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,permission required,,,,,,,,
