ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit,source_code,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,Warehouse Location (begin),adm.uuid_mat,adm.isadPartOf,Volgnummer,Mark Text,Mark Type,Mark Language,col_source_field,mat_source_field,Material Colour,Material,Object Type,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:21_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/cd351e07-50be-5522-b7a2-e07a00587c9d,object identifier,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"25,7 x 16,7","25,7 x 16,7 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,257,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,167,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:21_#1,TK 347,10 K 1 H,cd351e07-50be-5522-b7a2-e07a00587c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,ink,,,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,,,,,,,,,,,
cd351e07-50be-5522-b7a2-e07a00587c9d,tg:mpmtk:21_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,open,,,,,,,,
