ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit,source_code,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,Warehouse Location (begin),adm.uuid_mat,adm.isadPartOf,Volgnummer,Mark Text,Mark Type,Mark Language,col_source_field,mat_source_field,Material Colour,Material,Object Type,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:15_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/76f134ef-a5a9-5370-bb23-79ec548601e7,object identifier,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Archives,1,isad:mpm:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"21,3 x 34,1","21,3 x 34,1 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,213,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,341,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:15_#1,M 21,10 I 2 C,76f134ef-a5a9-5370-bb23-79ec548601e7,isad:mpm:22,fol. 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,kenmerken/mpmtechbasistk.mpmkleur,kenmerken/mpmtechbasistk.mpmtechtk,brown (color),ink,,,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,ttkt,,,,,,,,,,,,,,,,plans (maps),,,,,,,,,,,,,,,,,,,,,,
76f134ef-a5a9-5370-bb23-79ec548601e7,tg:mpmtk:15_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,open,,,,,,,,
