ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit,source_code,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,Warehouse Location (begin),adm.uuid_mat,adm.isadPartOf,Volgnummer,Mark Text,Mark Type,Mark Language,col_source_field,mat_source_field,Material Colour,Material,Object Type,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:37_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/2b787120-27fe-5e35-8e20-c8423eb83c0c,object identifier,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_Carrier,1,,,,kenmerken.mpmdragertk,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.mpmformattk,,,,"26,5 x 20,5","26,5 x 20,5 - height, width, kenmerken.mpmformattk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,265,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_Dimensions,,,,,,,kenmerken.mpmformattk,205,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_Items,1,,,,,,,,,,,,mpmtk,tg:mpmtk:37_#1,TK 269,10 K 1 H,2b787120-27fe-5e35-8e20-c8423eb83c0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_MaterialColour,,,,,,,,,,,,,mpmtk,,,,,,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,ink,,,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_ObjectTypes,1,,,,,,kenmerken.mpmtypetk,,,,tttek,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_ProductionTechniques,1,,,,,,kenmerken/mpmtechbasistk.mpmtechtk,,,,tpe,,,,,,,,,,,,,,,,,,,,,,,pens (drawing and writing implements),,,,,,,,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,open,,,,,,,,
2b787120-27fe-5e35-8e20-c8423eb83c0c,tg:mpmtk:37_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F24bIaULlKWbroSYVQ4VZyTK,mpmtk,https://dams.antwerpen.be/iiif/F24bIaULlKWbroSYVQ4VZyTK/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/F24bIaULlKWbroSYVQ4VZyTK,DAMS Image,mpm,Iconografie
