ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:216073_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4800504d-f455-5b05-80ec-89c628834c84,object identifier,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_AcquisitionNumbers,1,,,,166896/9a-b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_Acquisitions,1,tr:lh:6727,"dlod={""name"":""Archief van Leuvens Universitair Kunstcentrum"",""ark"":""ark:/24970/x0/3da7b5f5-4469-5320-805b-272de55334be"",""uri"":""/repositories/11/accessions/719792"",""id"":""tr:lh:6727"",""date"":""1989-12-18"",""granter"":""Paul Leemans"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3da7b5f5-4469-5320-805b-272de55334be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_Archives,1,,,,,,,,,,,isad:lh:78458,"dlod={""name"":""2"",""ark"":""ark:/24970/x0/fe801868-7976-5776-b798-18070370444d"",""uri"":""/repositories/11/archival_objects/8395009"",""id"":""isad:lh:78458"",""nameWithContext"":[""Briefwisseling"",""Thematisch""],""resourceName"":""Archief van Leuvens Universitair Kunstcentrum"",""resourceArk"":""ark:/24970/x0/3da5fbd2-002c-549c-afbd-352b754076a0"",""resourceURI"":""/repositories/11/resources/8393511"",""resourceID"":""isad:lh:78444"",""capacity"":""2"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/fe801868-7976-5776-b798-18070370444d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,cc,,,,,,,carbon copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_ExtraProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:6727,tg:lhbr:216073_#1,166896/9a-b,isad:lh:78458,LL 87 / B2 (2),4800504d-f455-5b05-80ec-89c628834c84,,,,,,,,,,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
4800504d-f455-5b05-80ec-89c628834c84,tg:lhbr:216073_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,permission required,,,,,,,,
