ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:237188_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4b44464c-cd17-5abb-9d3f-6a9426faab51,object identifier,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_AcquisitionNumbers,1,,,,218757/182a-d,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_Acquisitions,1,tr:lh:9849,"dlod={""name"":""Archief van Jet Jorssen"",""ark"":""ark:/24970/x0/1219bea9-b76d-5409-b9b9-8022005c446d"",""uri"":""/repositories/11/accessions/1053846"",""id"":""tr:lh:9849"",""date"":""2006-04-18"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1219bea9-b76d-5409-b9b9-8022005c446d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_Archives,1,,,,,,,,,,,isad:lh:84935,"dlod={""name"":""Brieven aan Henri-Floris Jespers"",""ark"":""ark:/24970/x0/8eba0e29-1bf2-5122-9e93-165ac9e04312"",""uri"":""/repositories/11/archival_objects/9088048"",""id"":""isad:lh:84935"",""nameWithContext"":[""Briefwisseling"",""Brieven van Jet Jorssen per correspondent""],""resourceName"":""Archief van Jet Jorssen"",""resourceArk"":""ark:/24970/x0/2da3ca26-1f16-5d22-a120-a98cf5fab104"",""resourceURI"":""/repositories/11/resources/9084410"",""resourceID"":""isad:lh:84901"",""capacity"":""Brieven aan Henri-Floris Jespers"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/8eba0e29-1bf2-5122-9e93-165ac9e04312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:9849,tg:lhbr:237188_#1,218757/182a-d,isad:lh:84935,J 45 / B1,4b44464c-cd17-5abb-9d3f-6a9426faab51,,,,,,,,,,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_ProductStadiums,1,,,,,,kenmerken.lhtypebr,brkl,,,,,,,,,,,,,,,,,,,,,,drafts (documents),,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
4b44464c-cd17-5abb-9d3f-6a9426faab51,tg:lhbr:237188_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,permission required,,,,,,,,
