ResourceID,mmb_id,card,order,au_code,au_name,Creation Actor Role,Creation Actor Note,Creation Actor Widget
cdc2238a-bb75-5563-95b0-c8fd10288b1c,tg:mmbbr:1578,e73_CreationActors,1,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
cdc2238a-bb75-5563-95b0-c8fd10288b1c,tg:mmbbr:1578,e73_CreationActors,2,au::13948:1,"Offel, Edmond van",recipients (people),,"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel"",""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""resourceArk"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
97a23410-3c6f-5dc2-8f3f-6615bfcbbc0f,tg:mmbbr:1579,e73_CreationActors,1,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
97a23410-3c6f-5dc2-8f3f-6615bfcbbc0f,tg:mmbbr:1579,e73_CreationActors,2,au::13948:1,"Offel, Edmond van",recipients (people),,"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel"",""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""resourceArk"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
880622da-d084-5086-bfd9-1c02532f5898,tg:mmbbr:1580,e73_CreationActors,1,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
880622da-d084-5086-bfd9-1c02532f5898,tg:mmbbr:1580,e73_CreationActors,2,au::13948:1,"Offel, Edmond van",recipients (people),,"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel"",""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""resourceArk"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
ead18356-4451-5d74-b7da-1a2a23288625,tg:mmbbr:1654,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
ead18356-4451-5d74-b7da-1a2a23288625,tg:mmbbr:1654,e73_CreationActors,2,au::13948:1,"Offel, Edmond van",recipients (people),,"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel"",""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""resourceArk"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
46b4d285-0acc-5415-a751-9ad3fb24246d,tg:mmbbr:1655,e73_CreationActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
46b4d285-0acc-5415-a751-9ad3fb24246d,tg:mmbbr:1655,e73_CreationActors,2,au::13948:1,"Offel, Edmond van",recipients (people),,"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel"",""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/8dad6d9a-4cb2-5899-8878-8e6396c0ccf2"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""resourceArk"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
