ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:46439_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/da265b3d-0f2c-5896-824c-36d4be161861,object identifier,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_AcquisitionNumbers,1,203872/22,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95196,"dlod={""name"":""Foto's door Hugues C. Pernath"",""ark"":""ark:/24970/x0/a41bd063-d74d-5b07-a96e-0eb31acd1245"",""uri"":""/repositories/11/archival_objects/10185975"",""id"":""isad:lh:95196"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Hugues C. Pernath"",""resourceArk"":""ark:/24970/x0/8de84fb4-d4c5-52f6-a0eb-2f2b6929db89"",""resourceURI"":""/repositories/11/resources/7554952"",""resourceID"":""isad:lh:70607"",""capacity"":""Foto's door Hugues C. Pernath"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/a41bd063-d74d-5b07-a96e-0eb31acd1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,28 x 37,,,,,,,,,,"28 x 37 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,28,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,37,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:46439_#1,203872/22,P 3445 / P,da265b3d-0f2c-5896-824c-36d4be161861,,isad:lh:95196,,,,,,,,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
da265b3d-0f2c-5896-824c-36d4be161861,tg:lhph:46439_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g2TakObJWgRPQjH5ChHjyLbY,lhph,https://dams.antwerpen.be/iiif/g2TakObJWgRPQjH5ChHjyLbY/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/g2TakObJWgRPQjH5ChHjyLbY,DAMS Image,lhph,Foto
