ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:25124_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,object identifier,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_AcquisitionNumbers,1,163061/51,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_Acquisitions,1,,,tr:lh:6599,"dlod={""name"":""Archief van Nora Oosterwyk"",""ark"":""ark:/24970/x0/93086dd9-32aa-53f6-8c97-d8399ec0ea56"",""uri"":""/repositories/11/accessions/706096"",""id"":""tr:lh:6599"",""date"":""1989-05-10"",""granter"":""Frieda Gevers"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/93086dd9-32aa-53f6-8c97-d8399ec0ea56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_Archives,1,,,,,,,,,,,isad:lh:94443,"dlod={""name"":""Foto's i.v.m. Nora Oosterwyk"",""ark"":""ark:/24970/x0/a704dc4c-ae5b-5732-a5e6-84f82d7f1a4a"",""uri"":""/repositories/11/archival_objects/10105404"",""id"":""isad:lh:94443"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Nora Oosterwyk"",""resourceArk"":""ark:/24970/x0/f796635b-ab69-5284-9fc1-9ff3639c506b"",""resourceURI"":""/repositories/11/resources/2539755"",""resourceID"":""isad:lh:23736"",""capacity"":""Foto's i.v.m. Nora Oosterwyk"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/a704dc4c-ae5b-5732-a5e6-84f82d7f1a4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,95 x 65,,,,,,,,,,"95 x 65 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,95,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,65,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:25124_#1,163061/51,O 3122 / P,3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tr:lh:6599,isad:lh:94443,,,,,,,,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,permission required,,,,,,,,
3049dbe4-7e54-5b2b-b0eb-f17a5d79d800,tg:lhph:25124_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k1gfJgURwFleHUNpEateewhP,lhph,https://dams.antwerpen.be/iiif/k1gfJgURwFleHUNpEateewhP/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/k1gfJgURwFleHUNpEateewhP,DAMS Image,lhph,Foto
