ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:48639_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/18e92e8c-d891-5cd7-bcca-8743c10f93b6,object identifier,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,"*De Rozeknop  
Overwinnaars  
Internationale Tooneelpryskamp  
Volksgebouw  
1924*  
  
signatuur: F. Haesen - fotogr","*De Rozeknop  
Overwinnaars  
Internationale Tooneelpryskamp  
Volksgebouw  
1924*  
  
signatuur: F. Haesen - fotogr",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95855,"dlod={""name"":""Foto's i.v.m. De Rozenknop"",""ark"":""ark:/24970/x0/3aa449c5-f48e-5acc-81dd-ea21d4a2c579"",""uri"":""/repositories/11/archival_objects/10256488"",""id"":""isad:lh:95855"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van De Rozenknop"",""resourceArk"":""ark:/24970/x0/b1e38424-fc8b-59dc-b75d-0a24b01a92d3"",""resourceURI"":""/repositories/11/resources/10119100"",""resourceID"":""isad:lh:94571"",""capacity"":""Foto's i.v.m. De Rozenknop"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/3aa449c5-f48e-5acc-81dd-ea21d4a2c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,490 x 598,,,,,,,,,,"490 x 598 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,490,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,598,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:48639_#1,,R 795 / P (GF),18e92e8c-d891-5cd7-bcca-8743c10f93b6,,isad:lh:95855,,"*De Rozeknop  
Overwinnaars  
Internationale Tooneelpryskamp  
Volksgebouw  
1924*  
  
signatuur: F. Haesen - fotogr",,,remarks,Nederlands,,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924.0,permission required,,,,,,,,
18e92e8c-d891-5cd7-bcca-8743c10f93b6,tg:lhph:48639_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2WB9sJTYheMcYQSXqR0Q9SU,lhph,https://dams.antwerpen.be/iiif/P2WB9sJTYheMcYQSXqR0Q9SU/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/P2WB9sJTYheMcYQSXqR0Q9SU,DAMS Image,lhph,Foto
