ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:16124_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/cd86792c-cfea-5be0-bb01-37ba7270e567,object identifier,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_AcquisitionNumbers,1,19945/2,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_Acquisitions,1,,,tr:lh:1081,"dlod={""name"":""Aankoop bij Adolf Distler"",""ark"":""ark:/24970/x0/f2f1ed51-2776-5e4c-b457-d1a8c04ca8a3"",""uri"":""/repositories/11/accessions/115670"",""id"":""tr:lh:1081"",""date"":""1941-06-07"",""granter"":""Adolf Distler"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f2f1ed51-2776-5e4c-b457-d1a8c04ca8a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,57 x 88,,,,,,,,,,"57 x 88 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,57,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,88,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:16124_#1,19945/2,G 314 / P,cd86792c-cfea-5be0-bb01-37ba7270e567,tr:lh:1081,,,,,,,,,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
cd86792c-cfea-5be0-bb01-37ba7270e567,tg:lhph:16124_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2KcadOdVgTcVSc8TTANLE6g,lhph,https://dams.antwerpen.be/iiif/A2KcadOdVgTcVSc8TTANLE6g/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A2KcadOdVgTcVSc8TTANLE6g,DAMS Image,lhph,Foto
