ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:9019_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,object identifier,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_AcquisitionNumbers,1,11577/24,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_Acquisitions,1,,,tr:lh:581,"dlod={""name"":""Schenking van Stadsbibliotheek"",""ark"":""ark:/24970/x0/bc27f650-b98c-5d2f-97ff-0b2f222c103d"",""uri"":""/repositories/11/accessions/62170"",""id"":""tr:lh:581"",""date"":""1937-02-05"",""granter"":""Stadsbibliotheek [Antwerpen]"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bc27f650-b98c-5d2f-97ff-0b2f222c103d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,60 x 84,,,,,,,,,,"60 x 84 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,60,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,84,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:9019_#1,11577/24,R 5845 / P,7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tr:lh:581,,,,,,,,,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
7e0bdab0-297c-5b0e-92e1-f06ad0ecef0a,tg:lhph:9019_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l1yfrhDWu8fccZaQ8nv3ewpu,lhph,https://dams.antwerpen.be/iiif/l1yfrhDWu8fccZaQ8nv3ewpu/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/l1yfrhDWu8fccZaQ8nv3ewpu,DAMS Image,lhph,Foto
