ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:33282_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/cde3140e-6195-53b9-8565-382558f75cb0,object identifier,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_AcquisitionNumbers,1,88530/3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_Acquisitions,1,,,tr:lh:4637,"dlod={""name"":""Archief van Louis Jozef Ketels"",""ark"":""ark:/24970/x0/a6bc1fd5-0d0c-5052-b2d1-113b20c76451"",""uri"":""/repositories/11/accessions/496162"",""id"":""tr:lh:4637"",""date"":""1972-12-28"",""granter"":""Louis Ketels"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a6bc1fd5-0d0c-5052-b2d1-113b20c76451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95378,"dlod={""name"":""Foto's i.v.m. Louis Jozef Ketels"",""ark"":""ark:/24970/x0/f8c39d47-7810-593a-b401-e67547fbdf0d"",""uri"":""/repositories/11/archival_objects/10205449"",""id"":""isad:lh:95378"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Louis Jozef Ketels"",""resourceArk"":""ark:/24970/x0/a7a979ac-73a5-52b4-b542-071fe002733f"",""resourceURI"":""/repositories/11/resources/10205128"",""resourceID"":""isad:lh:95375"",""capacity"":""Foto's i.v.m. Louis Jozef Ketels"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/f8c39d47-7810-593a-b401-e67547fbdf0d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,120 x 170,,,,,,,,,,"120 x 170 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,120,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:33282_#1,88530/3,K 361 / P,cde3140e-6195-53b9-8565-382558f75cb0,tr:lh:4637,isad:lh:95378,,,,,,,,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,permission required,,,,,,,,
cde3140e-6195-53b9-8565-382558f75cb0,tg:lhph:33282_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o1SCnRIPUMMqQoMAuSPmlmge,lhph,https://dams.antwerpen.be/iiif/o1SCnRIPUMMqQoMAuSPmlmge/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/o1SCnRIPUMMqQoMAuSPmlmge,DAMS Image,lhph,Foto
