ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:36255_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,object identifier,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_AcquisitionNumbers,1,102029/5,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_Acquisitions,1,,,tr:lh:5115,"dlod={""name"":""Archief van Luc Indestege"",""ark"":""ark:/24970/x0/ee97926f-15df-5b71-980f-27b91451324d"",""uri"":""/repositories/11/accessions/547308"",""id"":""tr:lh:5115"",""date"":""1976-01-12"",""granter"":""Elly Cockx-Indestege"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee97926f-15df-5b71-980f-27b91451324d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93912,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/6cc7a2d1-eeae-596c-b44f-bcef46a66ab3"",""uri"":""/repositories/11/archival_objects/10048587"",""id"":""isad:lh:93912"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Luc Indestege"",""resourceArk"":""ark:/24970/x0/39b34685-47a2-5017-9825-d70c52117e31"",""resourceURI"":""/repositories/11/resources/29214"",""resourceID"":""isad:lh:273"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6cc7a2d1-eeae-596c-b44f-bcef46a66ab3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,152 x 103,,,,,,,,,,"152 x 103 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,152,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,103,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:36255_#1,102029/5,L 513 / P,f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tr:lh:5115,isad:lh:93912,,,,,,,,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,SC,,,,,,,,,,,,,,,,,,,,,,,,sepia prints,,,,,,,,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.0,permission required,,,,,,,,
f9d3e119-dbd8-5531-b24b-9e1ce8fadef2,tg:lhph:36255_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1bVNShcUHNeWcZfqRX7KcDi,lhph,https://dams.antwerpen.be/iiif/q1bVNShcUHNeWcZfqRX7KcDi/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/q1bVNShcUHNeWcZfqRX7KcDi,DAMS Image,lhph,Foto
