ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:20152_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f0938148-8a0a-5b37-a2be-3a90e687a189,object identifier,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_Acquisitions,1,,,tr:lh:7314,"dlod={""name"":""Archief van Frans van Cauwelaert"",""ark"":""ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89"",""uri"":""/repositories/11/accessions/782601"",""id"":""tr:lh:7314"",""date"":""1972-02-24"",""granter"":""Mia van Cauwelaert"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92943,"dlod={""name"":""Foto's i.v.m. Frans van Cauwelaert"",""ark"":""ark:/24970/x0/559d6d72-552d-541a-8eae-74cefb116986"",""uri"":""/repositories/11/archival_objects/9944904"",""id"":""isad:lh:92943"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Frans van Cauwelaert"",""resourceArk"":""ark:/24970/x0/4f1d21a4-4df8-5ed3-bd6f-6205fcc4236f"",""resourceURI"":""/repositories/11/resources/4390"",""resourceID"":""isad:lh:41"",""capacity"":""Foto's i.v.m. Frans van Cauwelaert"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/559d6d72-552d-541a-8eae-74cefb116986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,74 x 114,,,,,,,,,,"74 x 114 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,74,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,114,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:20152_#1,,FVCA / P (1940-1941/138-154),f0938148-8a0a-5b37-a2be-3a90e687a189,tr:lh:7314,isad:lh:92943,,,,,,,,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.0,permission required,,,,,,,,
f0938148-8a0a-5b37-a2be-3a90e687a189,tg:lhph:20152_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p1MkdOeOaZNQlVopIdq4f4em,lhph,https://dams.antwerpen.be/iiif/p1MkdOeOaZNQlVopIdq4f4em/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/p1MkdOeOaZNQlVopIdq4f4em,DAMS Image,lhph,Foto
