ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:23881_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,object identifier,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_AcquisitionNumbers,1,73729/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_Acquisitions,1,,,tr:lh:3832,"dlod={""name"":""Aankoop bij Jos Polak"",""ark"":""ark:/24970/x0/9314f4d7-f5a5-5407-8b22-3cad98d6d43d"",""uri"":""/repositories/11/accessions/410027"",""id"":""tr:lh:3832"",""date"":""1966-01-11"",""granter"":""Jos Polak"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9314f4d7-f5a5-5407-8b22-3cad98d6d43d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,232 x 170,,,,,,,,,,"232 x 170 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,232,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:23881_#1,73729/1,T 3125 / P,e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tr:lh:3832,,,,,,,,,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,permission required,,,,,,,,
e527e1c9-6f1c-5ef2-b65e-90cc56b4f81f,tg:lhph:23881_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m1UXMhTHThHG7UOQdi5bParp,lhph,https://dams.antwerpen.be/iiif/m1UXMhTHThHG7UOQdi5bParp/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/m1UXMhTHThHG7UOQdi5bParp,DAMS Image,lhph,Foto
