ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:47674_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/d9685409-e188-5df4-ab56-421c5bb464b8,object identifier,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_Acquisitions,1,,,tr:lh:103933,"dlod={""name"":""Archief van Jozef Peeters"",""ark"":""ark:/24970/x0/f3a956f8-9547-5a59-86bc-97efa0db03b2"",""uri"":""/repositories/11/accessions/11120834"",""id"":""tr:lh:103933"",""date"":""2010-03-29"",""granter"":""Godelieve Peeters"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f3a956f8-9547-5a59-86bc-97efa0db03b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_Archives,1,,,,,,,,,,,isad:lh:105474,"dlod={""name"":""Foto's i.v.m. scheepvaart (Maarten Peeters)"",""ark"":""ark:/24970/x0/27d33f08-b164-503e-a838-2c9ac2efb076"",""uri"":""/repositories/11/archival_objects/11285721"",""id"":""isad:lh:105474"",""nameWithContext"":[""Verzamelingen"",""Foto's"",""Foto's (verzameling)""],""resourceName"":""Archief van Jozef Peeters"",""resourceArk"":""ark:/24970/x0/f8de5b5d-7e66-522b-afa8-af33862bc521"",""resourceURI"":""/repositories/11/resources/527513"",""resourceID"":""isad:lh:4930"",""capacity"":""Foto's i.v.m. scheepvaart (Maarten Peeters)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/27d33f08-b164-503e-a838-2c9ac2efb076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,65 x 42,,,,,,,,,,"65 x 42 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,65,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,42,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:47674_#1,,,d9685409-e188-5df4-ab56-421c5bb464b8,tr:lh:103933,isad:lh:105474,P 272639 / 8,,V2 A 4 D2,V2 A 4 D2,,,,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZN,,,,,,,,,,,,,,,,,,,,,,,,black-and-white negatives,,,,,,,,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
d9685409-e188-5df4-ab56-421c5bb464b8,tg:lhph:47674_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dPmTRsSUNXlLBoPTm9qIp7bW,lhph,https://dams.antwerpen.be/iiif/dPmTRsSUNXlLBoPTm9qIp7bW/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/dPmTRsSUNXlLBoPTm9qIp7bW,DAMS Image,lhph,Foto
