ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:4371_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/1612aeb8-4f71-52c3-a988-bc2f02f60af9,object identifier,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_AcquisitionNumbers,1,38707/17,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_Acquisitions,1,,,tr:lh:2039,"dlod={""name"":""Archiefstukken van Johan Daisne"",""ark"":""ark:/24970/x0/6c291330-a4eb-520b-8775-95fc58c93ce3"",""uri"":""/repositories/11/accessions/218176"",""id"":""tr:lh:2039"",""date"":""1949-03-24"",""granter"":""Johan Daisne"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6c291330-a4eb-520b-8775-95fc58c93ce3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93559,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/d34990b3-20cf-5a9e-8968-ceba6febc1ba"",""uri"":""/repositories/11/archival_objects/10010816"",""id"":""isad:lh:93559"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Johan Daisne"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/32638"",""resourceID"":""isad:lh:305"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/d34990b3-20cf-5a9e-8968-ceba6febc1ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,90 x 48,,,,,,,,,,"90 x 48 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,90,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,48,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:4371_#1,38707/17,A 2593 / P,1612aeb8-4f71-52c3-a988-bc2f02f60af9,tr:lh:2039,isad:lh:93559,,,,,,,,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
1612aeb8-4f71-52c3-a988-bc2f02f60af9,tg:lhph:4371_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.0,permission required,,,,,,,,
