ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:13334_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/ade67cfe-2885-5580-9b73-84bbb581571e,object identifier,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_AcquisitionNumbers,1,98436/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_Acquisitions,1,,,tr:lh:4948,"dlod={""name"":""Schenking van Marc M. Braet"",""ark"":""ark:/24970/x0/78e10ac4-c1f9-592c-923a-25ca7ad01e15"",""uri"":""/repositories/11/accessions/529439"",""id"":""tr:lh:4948"",""date"":""1974-06-19"",""granter"":""Marc Braet"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/78e10ac4-c1f9-592c-923a-25ca7ad01e15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,66 x 45,,,,,,,,,,"66 x 45 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,66,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,45,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:13334_#1,98436/1,B 8094 / P,ade67cfe-2885-5580-9b73-84bbb581571e,tr:lh:4948,,,,,,,,,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
ade67cfe-2885-5580-9b73-84bbb581571e,tg:lhph:13334_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K1cXdxEU8WTsXEF9SceEH7kf,lhph,https://dams.antwerpen.be/iiif/K1cXdxEU8WTsXEF9SceEH7kf/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/K1cXdxEU8WTsXEF9SceEH7kf,DAMS Image,lhph,Foto
