ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:13464_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/6990750c-0e70-5e4c-9d2b-82594d1d1b17,object identifier,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_AcquisitionNumbers,1,103031/4,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_Acquisitions,1,,,tr:lh:5218,"dlod={""name"":""Archief van Jef Judels"",""ark"":""ark:/24970/x0/ed707973-9688-5ae9-ac21-7ad40418877d"",""uri"":""/repositories/11/accessions/558329"",""id"":""tr:lh:5218"",""date"":""1976-10-19"",""granter"":""Elza van Geyt-Judels"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ed707973-9688-5ae9-ac21-7ad40418877d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93555,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/29c1a46a-03d3-5a81-820d-9df54477d27b"",""uri"":""/repositories/11/archival_objects/10010388"",""id"":""isad:lh:93555"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Jef Judels"",""resourceArk"":""ark:/24970/x0/5f68d108-2bd0-556d-86f9-a2f3fa23730e"",""resourceURI"":""/repositories/11/resources/168528"",""resourceID"":""isad:lh:1575"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/29c1a46a-03d3-5a81-820d-9df54477d27b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,143 x 101,,,,,,,,,,"143 x 101 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,143,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,101,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:13464_#1,103031/4,B 6612 / P,6990750c-0e70-5e4c-9d2b-82594d1d1b17,tr:lh:5218,isad:lh:93555,,,,,,,,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.0,permission required,,,,,,,,
6990750c-0e70-5e4c-9d2b-82594d1d1b17,tg:lhph:13464_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gWcMQNuvKYrCSpZLfuOupSYL,lhph,https://dams.antwerpen.be/iiif/gWcMQNuvKYrCSpZLfuOupSYL/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/gWcMQNuvKYrCSpZLfuOupSYL,DAMS Image,lhph,Foto
