ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:11364_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,object identifier,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_AcquisitionNumbers,1,101683,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_Acquisitions,1,,,tr:lh:5155,"dlod={""name"":""Archief van Albijn van den Abeele"",""ark"":""ark:/24970/x0/e939efb7-cd36-516c-bcab-abb9f01ae1b8"",""uri"":""/repositories/11/accessions/551588"",""id"":""tr:lh:5155"",""date"":""1976-03-26"",""granter"":""Raf van den Abeele"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e939efb7-cd36-516c-bcab-abb9f01ae1b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_Archives,1,,,,,,,,,,,isad:lh:94212,"dlod={""name"":""Foto's van Albijn van den Abeele"",""ark"":""ark:/24970/x0/9f795736-bd12-5008-9b21-0ccc53777e32"",""uri"":""/repositories/11/archival_objects/10080687"",""id"":""isad:lh:94212"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Albijn van den Abeele"",""resourceArk"":""ark:/24970/x0/77974cbc-da9b-5a47-918b-49066785db2e"",""resourceURI"":""/repositories/11/resources/45264"",""resourceID"":""isad:lh:423"",""capacity"":""Foto's van Albijn van den Abeele"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/9f795736-bd12-5008-9b21-0ccc53777e32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,120 x 166,,,,,,,,,,"120 x 166 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,120,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,166,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:11364_#1,101683,A 141 / P,46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tr:lh:5155,isad:lh:94212,,,,,,,,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905.0,permission required,,,,,,,,
46c44221-61cf-5bd5-a2c1-fbbdd6e22aa3,tg:lhph:11364_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y1FUfMVYfaNahGLdUS6zDgAA,lhph,https://dams.antwerpen.be/iiif/y1FUfMVYfaNahGLdUS6zDgAA/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y1FUfMVYfaNahGLdUS6zDgAA,DAMS Image,lhph,Foto
