ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:26930_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/d2a41df8-d666-58f6-87e8-8ce9488741b2,object identifier,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_AcquisitionNumbers,1,41366,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_Acquisitions,1,,,tr:lh:2188,"dlod={""name"":""Foto's door Leo van Cauwenbergh"",""ark"":""ark:/24970/x0/f7ff7d1a-f4e5-5997-9c70-2f42e705dc5a"",""uri"":""/repositories/11/accessions/234119"",""id"":""tr:lh:2188"",""date"":""1950-09-28"",""granter"":""Leo van Cauwenbergh"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f7ff7d1a-f4e5-5997-9c70-2f42e705dc5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,120 x 180,,,,,,,,,,"120 x 180 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,120,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:26930_#1,41366,P 27263 / P,d2a41df8-d666-58f6-87e8-8ce9488741b2,tr:lh:2188,,,,,,,,,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,permission required,,,,,,,,
d2a41df8-d666-58f6-87e8-8ce9488741b2,tg:lhph:26930_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i2W7bcpKHURWVCpVGHDebhMN,lhph,https://dams.antwerpen.be/iiif/i2W7bcpKHURWVCpVGHDebhMN/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/i2W7bcpKHURWVCpVGHDebhMN,DAMS Image,lhph,Foto
