ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:9916_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/7cc3efb7-5763-5727-8ec8-81562d8fe25d,object identifier,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_AcquisitionNumbers,1,186316,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_Acquisitions,1,,,tr:lh:7333,"dlod={""name"":""Oningeschreven gevonden in 2002"",""ark"":""ark:/24970/x0/5b6a69dd-e020-502a-9684-69cce549bec3"",""uri"":""/repositories/11/accessions/784634"",""id"":""tr:lh:7333"",""date"":""2002-04-26"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5b6a69dd-e020-502a-9684-69cce549bec3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,62 x 34,,,,,,,,,,"62 x 34 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,62,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,34,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:9916_#1,186316,M 896 / P,7cc3efb7-5763-5727-8ec8-81562d8fe25d,tr:lh:7333,,,,,,,,,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,SC,,,,,,,,,,,,,,,,,,,,,,,,sepia prints,,,,,,,,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.0,permission required,,,,,,,,
7cc3efb7-5763-5727-8ec8-81562d8fe25d,tg:lhph:9916_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O2SaWHTRotjLCffSMgMlyOO5,lhph,https://dams.antwerpen.be/iiif/O2SaWHTRotjLCffSMgMlyOO5/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/O2SaWHTRotjLCffSMgMlyOO5,DAMS Image,lhph,Foto
