ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:12857_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/d6430db6-d405-51b7-98ad-285bbc7735bf,object identifier,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_AcquisitionNumbers,1,74403/8,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_Acquisitions,1,,,tr:lh:3837,"dlod={""name"":""Aankoop bij Roland Minnaert"",""ark"":""ark:/24970/x0/e08d539a-e458-52d5-a97d-4b528e16c86b"",""uri"":""/repositories/11/accessions/410562"",""id"":""tr:lh:3837"",""date"":""1966-01-28"",""granter"":""Roland Minnaert"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e08d539a-e458-52d5-a97d-4b528e16c86b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,168 x 230,,,,,,,,,,"168 x 230 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,168,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:12857_#1,74403/8,C 1421 / P,d6430db6-d405-51b7-98ad-285bbc7735bf,tr:lh:3837,,,,,,,,,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,permission required,,,,,,,,
d6430db6-d405-51b7-98ad-285bbc7735bf,tg:lhph:12857_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y1nfvTPmqeWWWTaaJcA2DZuY,lhph,https://dams.antwerpen.be/iiif/y1nfvTPmqeWWWTaaJcA2DZuY/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y1nfvTPmqeWWWTaaJcA2DZuY,DAMS Image,lhph,Foto
