ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:1401_#2,record identifiers,https://data.letterenhuis.be/ark:/24970/0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,object identifier,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_AcquisitionNumbers,2,51051/8,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_Acquisitions,2,,,tr:lh:2585,"dlod={""name"":""Archiefstukken van Joris de Bom"",""ark"":""ark:/24970/x0/49027016-d73a-52d8-9f7a-afc7037592e3"",""uri"":""/repositories/11/accessions/276598"",""id"":""tr:lh:2585"",""date"":""1954-10-19"",""granter"":""Joris de Bom"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/49027016-d73a-52d8-9f7a-afc7037592e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_Archives,2,,,,,,,,,,,isad:lh:93076,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/c0d3a99a-4dec-54a5-8eb9-dbf12e3131f6"",""uri"":""/repositories/11/archival_objects/9959135"",""id"":""isad:lh:93076"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Joris de Bom"",""resourceArk"":""ark:/24970/x0/94d8c87e-4187-5906-810b-4f331b2b96ab"",""resourceURI"":""/repositories/11/resources/603804"",""resourceID"":""isad:lh:5643"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/c0d3a99a-4dec-54a5-8eb9-dbf12e3131f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,88 x 138,,,,,,,,,,"88 x 138 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,88,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,138,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_Items,2,,,,,,,,,,,,,,,,,,lhph,tg:lhph:1401_#2,51051/8,S 9981 / P,0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tr:lh:2585,isad:lh:93076,,,,,,,,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,SC,,,,,,,,,,,,,,,,,,,,,,,,sepia prints,,,,,,,,,,,,,,,
0ba0ac43-ca0f-5ad0-8188-f9137b56f5d0,tg:lhph:1401_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,permission required,,,,,,,,
