ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:30036_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/ad145566-0a99-5d93-9f30-2eb177041869,object identifier,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_AcquisitionNumbers,1,-,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95322,"dlod={""name"":""Foto's i.v.m. Karel Jonckheere (vroegere schenkingen)"",""ark"":""ark:/24970/x0/d5c9b9ea-f6aa-51d6-9804-87f726196fa4"",""uri"":""/repositories/11/archival_objects/10199457"",""id"":""isad:lh:95322"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Karel Jonckheere"",""resourceArk"":""ark:/24970/x0/a2531375-d447-5fa2-a568-b15c5b737c46"",""resourceURI"":""/repositories/11/resources/20226"",""resourceID"":""isad:lh:189"",""capacity"":""Foto's i.v.m. Karel Jonckheere (vroegere schenkingen)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/d5c9b9ea-f6aa-51d6-9804-87f726196fa4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,87 x 87,,,,,,,,,,"87 x 87 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,87,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,87,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:30036_#1,-,J 416 / P,ad145566-0a99-5d93-9f30-2eb177041869,,isad:lh:95322,,,,,,,,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,permission required,,,,,,,,
ad145566-0a99-5d93-9f30-2eb177041869,tg:lhph:30036_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w2WSfUqERWkRSPZhPUITASV8,lhph,https://dams.antwerpen.be/iiif/w2WSfUqERWkRSPZhPUITASV8/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/w2WSfUqERWkRSPZhPUITASV8,DAMS Image,lhph,Foto
