ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:25567_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e3f82e07-d79f-581d-b70b-3d1fb6edd385,object identifier,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_AcquisitionNumbers,1,166431/27,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_Acquisitions,1,,,tr:lh:6713,"dlod={""name"":""Schenking van Domien de Gruyter"",""ark"":""ark:/24970/x0/68d8cd32-5ba3-5d90-91d3-0266479593ed"",""uri"":""/repositories/11/accessions/718294"",""id"":""tr:lh:6713"",""date"":""1989-07-31"",""granter"":""Domien de Gruyter"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/68d8cd32-5ba3-5d90-91d3-0266479593ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,136 x 87,,,,,,,,,,"136 x 87 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,136,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,87,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:25567_#1,166431/27,O 3565 / P,e3f82e07-d79f-581d-b70b-3d1fb6edd385,tr:lh:6713,,,,,,,,,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,permission required,,,,,,,,
e3f82e07-d79f-581d-b70b-3d1fb6edd385,tg:lhph:25567_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FXKIUgRcVhibKkMK8YoxxIMn,lhph,https://dams.antwerpen.be/iiif/FXKIUgRcVhibKkMK8YoxxIMn/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/FXKIUgRcVhibKkMK8YoxxIMn,DAMS Image,lhph,Foto
