ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,ire.isaar.id,place_au_code,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4239,https://data.rubenianum.be//ark:/86530/412c0073-0021-507b-b4ea-97a93d2b3f82,Brieven,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a4d2c737-fe17-4218-a762-c86ba561ad96"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d7c1a1fc-a715-4011-9061-0f871044ba4e"", ""inverseOntologyProperty"": """"}]"
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,2083,In Copyright,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_CreationActors,,,au::111146,,,,,,,rubgr_brief,,,,,,,,recipients (people),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,be,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""isCapacity"":false}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19680916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1968-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Briefhoofd Vaka Kunst-uitgaven] Korte inhoud: Zending van de kalenders.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004239,referentienummer,False,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6492</priref>
			<recipient>Grossmann, F.</recipient>
			<number>AFG_111_034</number>
			<date.precise>1968-09-16</date.precise>
			<content>[Briefhoofd Vaka Kunst-uitgaven] Korte inhoud: Zending van de kalenders.</content>
			<object.object_number>AFG_111</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Bruegel: Notes &amp; Printed Material</object.title>
			<object.creator/>
			<input.date>2014-07-07</input.date>
			<input.name>Centrum</input.name>
			<input.time>13:34:03</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4239,brocade id,False,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4239/N,brocade url,False,,,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d9c28711-5a16-5f5c-a17d-f981c6feba9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0959c25e-713c-48d3-b272-2d04421c8456"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_111_034,repository numbers,,,,,,,,,,,
412c0073-0021-507b-b4ea-97a93d2b3f82,tg:rubgr:4239,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_111_034,titles proper,Dutch (language),,,,,,,,
