ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:127,record identifiers,https://data.rubenianum.be//ark:/86530/4408f47c-0982-5920-8895-398bac985ada,object identifier,Brieven,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:128,Verwijzing naar Grossmann object,,b3726645-3f40-5857-b0d0-900ed622919e,"[{""resourceId"": ""b3726645-3f40-5857-b0d0-900ed622919e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b890fad7-96ee-494c-a1d2-7694662dd3b7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,2,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:129,Verwijzing naar Grossmann object,,eff2d217-fae2-5924-9778-56d995b281de,"[{""resourceId"": ""eff2d217-fae2-5924-9778-56d995b281de"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1984b206-4f0d-4833-b103-d7c55d530102"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,3,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:131,Verwijzing naar Grossmann object,,b96e5d67-34c8-5fd8-9a85-af76f48da7df,"[{""resourceId"": ""b96e5d67-34c8-5fd8-9a85-af76f48da7df"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8ea8464b-bfc4-43fd-aafd-2e568f005711"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,4,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:130,Verwijzing naar Grossmann object,,65d8bf65-2479-5b96-875d-6e3166919a59,"[{""resourceId"": ""65d8bf65-2479-5b96-875d-6e3166919a59"", ""ontologyProperty"": """", ""resourceXresourceId"": ""48e2fbf0-9cf0-41b4-b3ea-0275e478d8fd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,5,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:132,Verwijzing naar Grossmann object,,35c3256c-95ea-56e2-b765-8b4969d2c1ec,"[{""resourceId"": ""35c3256c-95ea-56e2-b765-8b4969d2c1ec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e5134627-7745-4a03-9a0b-19cb1bee7ea8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,6,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:133,Verwijzing naar Grossmann object,,f1784a5f-2734-595d-9726-7c27916fe809,"[{""resourceId"": ""f1784a5f-2734-595d-9726-7c27916fe809"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6d982d35-ccf1-4222-83a5-56afd8533a76"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,7,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:134,Verwijzing naar Grossmann object,,5c876b3f-7d67-5321-a918-24c7a1e05dfc,"[{""resourceId"": ""5c876b3f-7d67-5321-a918-24c7a1e05dfc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a8d00869-9e21-4235-a07f-f30d34015c95"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,8,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:135,Verwijzing naar Grossmann object,,8d0c5943-caa9-59dc-b3b6-61b3baa2cd3b,"[{""resourceId"": ""8d0c5943-caa9-59dc-b3b6-61b3baa2cd3b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8cc03ac1-05c4-4c3e-97d3-ca34c25dbf5a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408f47c-0982-5920-8895-398bac985ada,tg:rubgr:127,e73_AssociatedRecords,9,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:136,Verwijzing naar Grossmann object,,a41f7508-758b-5154-8eb3-b2599265457e,"[{""resourceId"": ""a41f7508-758b-5154-8eb3-b2599265457e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a7ad65d3-0ec7-49c8-9a71-f2e87acdb814"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
