ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:364,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/eea8877d-a4ce-51d3-8dc6-842809343f76,object identifier,Brieven,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::100105,,,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8207714b-aab8-430f-98ff-20600623f7e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77746217-c7fd-4cae-a8df-0337fa0a105f"", ""inverseOntologyProperty"": """"}]"
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638,1753,No Copyright - Public Domain Mark 1.0,
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16380913,,,,,,,,,,,,,,,,,,,,,,,,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000353,referentienummer,False,,,,,,,,,,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:364,brocade id,False,,,,,,,,,,,,,
eea8877d-a4ce-51d3-8dc6-842809343f76,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:364/N,brocade url,False,,,,,,,,,,,,,
