ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:130105,https://data.letterenhuis.be/ark:/24970/7e8a510a-1279-5a1e-b244-d54a6507060d,Brieven,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,2072,In Copyright
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_CreationActors,,,au::16478:::SEV.2,,,,lhbr,02223326-3cca-598f-bceb-2148808e4e3b,bs,,au::16478:1::SEV.2,au::16478g:1::SEV.2,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1763146"",""au::16478"",""au::16478:1"",""ark:/83110/x0/18001399-5609-5992-a3bc-785e9aacecb9"",""Jack Schelfhout [Secretaris van De Nevelvlek]""],""name"":""Jack Schelfhout [Secretaris van De Nevelvlek]"",""ark"":""ark:/83110/x0/18001399-5609-5992-a3bc-785e9aacecb9"",""uri"":""/agents/people/1763146"",""id"":""au::16478:1"",""capacity"":""Secretaris van De Nevelvlek"",""isCapacity"":true,""relatorRaw"":""au::16478:1::SEV.2"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18001399-5609-5992-a3bc-785e9aacecb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_CreationActors,,,au::9724,,,,lhbr,6c1ed4b3-4057-5a18-bdb4-0ca9e0e71741,co,,au::9724:1,au::9724g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/corporate_entities/1040468"",""au::9724"",""au::9724:1"",""ark:/83110/x0/6c1ed4b3-4057-5a18-bdb4-0ca9e0e71741"",""Jeugdverbond ABVV""],""name"":""Jeugdverbond ABVV"",""ark"":""ark:/83110/x0/6c1ed4b3-4057-5a18-bdb4-0ca9e0e71741"",""uri"":""/agents/corporate_entities/1040468"",""id"":""au::9724:1"",""isCapacity"":false}",ark:/83110/x0/6c1ed4b3-4057-5a18-bdb4-0ca9e0e71741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19571228,,,,,,,,,,,,,,,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1957-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000122449,referentienummer,False,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:130105,brocade id,False,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:130105/N,brocade url,False,,,,,,,,,,,,
7e8a510a-1279-5a1e-b244-d54a6507060d,tg:lhbr:130105,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a243a277-367c-5ca9-a1ca-01b954d6e544"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9e988e6a-5afc-4641-882c-5f9ee8aa9d9a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
