ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:159,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/c7186943-48c7-5306-97d2-fdfc27e2ba07,object identifier,Brieven,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::100105,,,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7c63e012-1f48-4a69-9ca1-e00095e81e4d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1f5b418-ff8f-4305-be86-257d5ac275e5"", ""inverseOntologyProperty"": """"}]"
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1715,No Copyright - Public Domain Mark 1.0,
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000314,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,16uu-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000150,referentienummer,False,,,,,,,,,,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:159,brocade id,False,,,,,,,,,,,,,
c7186943-48c7-5306-97d2-fdfc27e2ba07,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:159/N,brocade url,False,,,,,,,,,,,,,
