ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:245707,https://data.letterenhuis.be/ark:/24970/483199c7-0393-5b3d-8277-00cdf9e808f6,Brieven,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,2072,In Copyright
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_CreationActors,,,au::22284,,,,lhbr,0fd68884-5fc0-52bc-9c4f-92945266cf02,bs,,au::22284:1,au::22284g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/2384388"",""au::22284"",""au::22284:1"",""ark:/83110/x0/0fd68884-5fc0-52bc-9c4f-92945266cf02"",""Jan van Alsenoy""],""name"":""Jan van Alsenoy"",""ark"":""ark:/83110/x0/0fd68884-5fc0-52bc-9c4f-92945266cf02"",""uri"":""/agents/people/2384388"",""id"":""au::22284:1"",""isCapacity"":false}",ark:/83110/x0/0fd68884-5fc0-52bc-9c4f-92945266cf02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_CreationActors,,,au::6306,,,,lhbr,e8db4670-cad9-59d6-a330-5a5e4c88b746,co,,au::6306:1,au::6306g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/674742"",""au::6306"",""au::6306:1"",""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""Willem Elsschot""],""name"":""Willem Elsschot"",""ark"":""ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746"",""uri"":""/agents/people/674742"",""id"":""au::6306:1"",""isCapacity"":false}",ark:/83110/x0/e8db4670-cad9-59d6-a330-5a5e4c88b746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19570618,,,,,,,,,,,,,,,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1957-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000234650,referentienummer,False,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:245707,brocade id,False,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:245707/N,brocade url,False,,,,,,,,,,,,
483199c7-0393-5b3d-8277-00cdf9e808f6,tg:lhbr:245707,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6e9e8fce-6d02-59b6-9d84-b4637921642d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cb43bff-84ad-4a53-89f5-c48e85b9229d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
