ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:144,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,object identifier,Brieven,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::105146,,,,"dlod={""name"":""Leiden (Zuid-Holland)"",""ark"":""ark:/83110/x0/94037dda-5d7d-55a2-9bad-3d42397c0d3c"",""uri"":""/subjects/11250622"",""id"":""au::105146"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f7baf9eb-578c-410f-a745-65697dc2368e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dd60b2e3-af83-4632-b796-5a4c4fd1e1ad"", ""inverseOntologyProperty"": """"}]"
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587,1702,No Copyright - Public Domain Mark 1.0,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15871029,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000135,referentienummer,False,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:144,brocade id,False,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:144/N,brocade url,False,,,,,,,,,,,,,
c1fcc5e9-82ed-58f3-8cc1-7b58a47df5f0,tg:mpmbr:144,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""092d11ff-969f-5651-bbbc-c72e2a6299e6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""629c6449-576f-4196-9d0e-2beb946d9988"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
