ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:123170,https://data.letterenhuis.be/ark:/24970/421a634e-1524-5775-abd1-760c2e61fd66,Brieven,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_AnnotationsImmaterial,1,note.lhalg,"<p>B: Omslag</p>
","<p>B: Omslag</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.0,2047,In Copyright
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_CreationActors,,,au::15847:::SEV.1,,,,lhbr,2a885706-3754-5adf-a375-b91b020607a1,bs,,au::15847:1::SEV.1,au::15847g:1::SEV.1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1695629"",""au::15847"",""au::15847:1"",""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""Maurice Roelants [Secretaris van Karel van de Woestijne-Genootschap]""],""name"":""Maurice Roelants [Secretaris van Karel van de Woestijne-Genootschap]"",""ark"":""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""uri"":""/agents/people/1695629"",""id"":""au::15847:1"",""capacity"":""Secretaris van Karel van de Woestijne-Genootschap"",""isCapacity"":true,""relatorRaw"":""au::15847:1::SEV.1"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_CreationActors,,,au::18583:::VZV.2,,,,lhbr,e0f8206b-ece2-56d0-89a8-ef25adabb2ca,bs,,au::18583:1::VZV.2,au::18583g:1::VZV.2,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1988381"",""au::18583"",""au::18583:1"",""ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5"",""Fernand V. Toussaint van Boelaere [Voorzitter van Karel van de Woestijne-Genootschap]""],""name"":""Fernand V. Toussaint van Boelaere [Voorzitter van Karel van de Woestijne-Genootschap]"",""ark"":""ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5"",""uri"":""/agents/people/1988381"",""id"":""au::18583:1"",""capacity"":""Voorzitter van Karel van de Woestijne-Genootschap"",""isCapacity"":true,""relatorRaw"":""au::18583:1::VZV.2"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/194e700f-690d-58d8-93ad-482462939da5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_CreationActors,,,au::17799,,,,lhbr,247e719e-494a-57ff-9807-6ae2f352503b,co,,au::17799:1,au::17799g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/1904493"",""au::17799"",""au::17799:1"",""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""Stijn Streuvels""],""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/1904493"",""id"":""au::17799:1"",""isCapacity"":false}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19321128,,,,,,,,,,,,,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1932-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,tg:lhbr:123170,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000115889,referentienummer,False,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:123170,brocade id,False,,,,,,,,,,,,
421a634e-1524-5775-abd1-760c2e61fd66,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:123170/N,brocade url,False,,,,,,,,,,,,
