ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:922,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/59ed0143-6353-5cd1-b3ac-c70971ae1d45,object identifier,Brieven,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::105530,,,,"dlod={""name"":""Lissabon (Portugal)"",""ark"":""ark:/83110/x0/e15814e7-7f99-559a-b81f-812b4a52a844"",""uri"":""/subjects/11291710"",""id"":""au::105530"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0e889af5-7fca-4883-8f58-8c32d0fe6b9d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d004fbf8-90c1-4a55-bd61-2f90252d0c01"", ""inverseOntologyProperty"": """"}]"
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,1688,No Copyright - Public Domain Mark 1.0,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15730427,,,,,,,,,,,,,,,,,,,,,,,,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000908,referentienummer,False,,,,,,,,,,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:922,brocade id,False,,,,,,,,,,,,,
59ed0143-6353-5cd1-b3ac-c70971ae1d45,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:922/N,brocade url,False,,,,,,,,,,,,,
