ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:112046,https://data.letterenhuis.be/ark:/24970/beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,Brieven,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.0,2038,In Copyright
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_CreationActors,,,au::14269,,,,lhbr,abbf7b06-eac9-5024-a513-c24537e135b9,bs,,au::14269:1,au::14269g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1526783"",""au::14269"",""au::14269:1"",""ark:/83110/x0/abbf7b06-eac9-5024-a513-c24537e135b9"",""Eugeen van Oye""],""name"":""Eugeen van Oye"",""ark"":""ark:/83110/x0/abbf7b06-eac9-5024-a513-c24537e135b9"",""uri"":""/agents/people/1526783"",""id"":""au::14269:1"",""isCapacity"":false}",ark:/83110/x0/abbf7b06-eac9-5024-a513-c24537e135b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_CreationActors,,,au::38724,,,,lhbr,127ac9c9-6c75-596a-91db-3e0c9d55a5ae,co,,au::38724:1,au::38724g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/4143468"",""au::38724"",""au::38724:1"",""ark:/83110/x0/127ac9c9-6c75-596a-91db-3e0c9d55a5ae"",""Bertha Samyn""],""name"":""Bertha Samyn"",""ark"":""ark:/83110/x0/127ac9c9-6c75-596a-91db-3e0c9d55a5ae"",""uri"":""/agents/people/4143468"",""id"":""au::38724:1"",""isCapacity"":false}",ark:/83110/x0/127ac9c9-6c75-596a-91db-3e0c9d55a5ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19230303,,,,,,,,,,,,,,,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1923-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000105462,referentienummer,False,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:112046,brocade id,False,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:112046/N,brocade url,False,,,,,,,,,,,,
beb29ad3-eac9-5957-8a0f-e6aef6cbf9ba,tg:lhbr:112046,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f526c074-801b-53d0-8f91-f7d3feb3e97f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9660b5cb-b38e-4a90-bce8-a08fe0c0037c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
