ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:182,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,object identifier,Brieven,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::100105,,,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""af10b94d-a840-4811-a96b-a39f2348e119"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8edef488-aa13-490c-a861-975a791082f0"", ""inverseOntologyProperty"": """"}]"
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,1756,No Copyright - Public Domain Mark 1.0,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16410828,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000173,referentienummer,False,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:182,brocade id,False,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:182/N,brocade url,False,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""76758d4e-a765-5e03-856c-8ff1ce6f66b6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9100fe81-c5ae-457d-ba46-49477a118b78"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_Titles,,,au::107209,,,,mpm,mpmbr,Brief,a90b5236-63c9-5f3a-b0b5-c94248f3d722,bs,,au::107209:1,au::107209g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11471363"",""au::107209"",""au::107209:1"",""ark:/83110/x0/a90b5236-63c9-5f3a-b0b5-c94248f3d722"",""Cornelis I Galle"",""ark:/83110/x0/5104822e-fef1-59fd-8bee-e0060523195f""],""name"":""Cornelis I Galle"",""ark"":""ark:/83110/x0/5104822e-fef1-59fd-8bee-e0060523195f"",""uri"":""/agents/people/11471363"",""id"":""au::107209:1"",""resourceArk"":""ark:/83110/x0/a90b5236-63c9-5f3a-b0b5-c94248f3d722"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a90b5236-63c9-5f3a-b0b5-c94248f3d722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824e1e2-d7eb-53e0-9739-26fbdd5d4a91,tg:mpmbr:182,e73_Titles,,,au::106909,,,,mpm,mpmbr,Brief,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,co,,au::106909:1,au::106909g:1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus"",""ark:/83110/x0/dfea6e0e-0c5b-5fcf-96d5-591d96aca072""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/dfea6e0e-0c5b-5fcf-96d5-591d96aca072"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""resourceArk"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
