ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:174,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/e8b3b2a6-4e51-5098-878b-d07cae6e50ce,object identifier,Brieven,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Nieuwjaarsbrief met gedicht</p>
","<p>Nieuwjaarsbrief met gedicht</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""57acfaa8-39cb-4ef3-b8a4-987322bfbceb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2807c48a-009c-4e47-adf5-822d4c833b0f"", ""inverseOntologyProperty"": """"}]"
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,1721,No Copyright - Public Domain Mark 1.0,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16060000,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000165,referentienummer,False,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:174,brocade id,False,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:174/N,brocade url,False,,,,,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""94a334a7-a382-5b9e-ab53-38f57922ca94"", ""ontologyProperty"": """", ""resourceXresourceId"": ""01cef731-aa64-49fa-a61e-cfdbc02c1ebc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,
e8b3b2a6-4e51-5098-878b-d07cae6e50ce,tg:mpmbr:174,e73_Titles,,,au::109852,,,,mpm,mpmbr,Brief,ff2f1d67-efb3-5f78-807d-702e8e8f6e27,bs,,au::109852:1,au::109852g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11754164"",""au::109852"",""au::109852:1"",""ark:/83110/x0/ff2f1d67-efb3-5f78-807d-702e8e8f6e27"",""Louis Moerentorf"",""ark:/83110/x0/bc99b38b-3d06-573d-b8e5-71fe88d5f896""],""name"":""Louis Moerentorf"",""ark"":""ark:/83110/x0/bc99b38b-3d06-573d-b8e5-71fe88d5f896"",""uri"":""/agents/people/11754164"",""id"":""au::109852:1"",""resourceArk"":""ark:/83110/x0/ff2f1d67-efb3-5f78-807d-702e8e8f6e27"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ff2f1d67-efb3-5f78-807d-702e8e8f6e27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
