ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:699,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/8dc1f062-0d95-5a28-b2d8-e980880cfde0,object identifier,Brieven,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::112450,,,,"dlod={""name"":""Portobelo (Corregimiento Portobelo)"",""ark"":""ark:/83110/x0/99127e0c-ee7d-5bf6-971c-b7e490577287"",""uri"":""/subjects/12032150"",""id"":""au::112450"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Het archief bevat een afschrift van deze brief; deze brief kreeg met potlood het nummer 5</p>
","<p>Het archief bevat een afschrift van deze brief; deze brief kreeg met potlood het nummer 5</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""97c49dcb-6560-4ec4-904f-a4da45077984"", ""ontologyProperty"": """", ""resourceXresourceId"": ""186c7892-50fe-49d0-a164-9b35a148e684"", ""inverseOntologyProperty"": """"}]"
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679,1794,No Copyright - Public Domain Mark 1.0,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16790208,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,tg:mpmbr:699,e73_Languages,1,kenmerken.mpmlanguage,spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish (language),,,,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000685,referentienummer,False,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:699,brocade id,False,,,,,,,,,,,,,
8dc1f062-0d95-5a28-b2d8-e980880cfde0,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:699/N,brocade url,False,,,,,,,,,,,,,
