ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
b8407afc-4cb0-5c38-a1e2-60917dac85ab,tg:mpmbr:147,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:147,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/b8407afc-4cb0-5c38-a1e2-60917dac85ab,object identifier,Brieven,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,tg:mpmbr:147,Places,1,id/place.place,,,,,,,,,,,,,,,,,,,,,au::105146,,,,"dlod={""name"":""Leiden (Zuid-Holland)"",""ark"":""ark:/83110/x0/94037dda-5d7d-55a2-9bad-3d42397c0d3c"",""uri"":""/subjects/11250622"",""id"":""au::105146"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b1b7b12d-d8fb-4ccc-880a-f0e506685e33"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43634b57-1bd6-4ca3-b678-e07f3c61f9e5"", ""inverseOntologyProperty"": """"}]"
b8407afc-4cb0-5c38-a1e2-60917dac85ab,tg:mpmbr:147,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1710,No Copyright - Public Domain Mark 1.0,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,tg:mpmbr:147,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15950718,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,tg:mpmbr:147,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,tg:mpmbr:147,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000138,referentienummer,False,,,,,,,,,,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:147,brocade id,False,,,,,,,,,,,,,
b8407afc-4cb0-5c38-a1e2-60917dac85ab,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:147/N,brocade url,False,,,,,,,,,,,,,
