ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:103255,https://data.letterenhuis.be/ark:/24970/359ae970-d509-5ed5-b1a3-cf257eb8722b,Brieven,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.0,2082,In Copyright
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_CreationActors,,,au::37180:::MWV.1,,,,lhbr,69a8c782-49d5-5a47-b9a2-7d4683bfc1db,bs,,au::37180:1::MWV.1,au::37180g:1::MWV.1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/3978260"",""au::37180"",""au::37180:1"",""ark:/83110/x0/6e91e90c-4e87-59e0-8601-743cfaf7c6a7"",""(Mevr.) Irene van Mossevelde-Dupuis [Medewerker van Vereniging van Katholieke Oostvlaamse Schrijvers]""],""name"":""(Mevr.) Irene van Mossevelde-Dupuis [Medewerker van Vereniging van Katholieke Oostvlaamse Schrijvers]"",""ark"":""ark:/83110/x0/6e91e90c-4e87-59e0-8601-743cfaf7c6a7"",""uri"":""/agents/people/3978260"",""id"":""au::37180:1"",""capacity"":""Medewerker van Vereniging van Katholieke Oostvlaamse Schrijvers"",""isCapacity"":true,""relatorRaw"":""au::37180:1::MWV.1"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6e91e90c-4e87-59e0-8601-743cfaf7c6a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_CreationActors,,,au::9361,,,,lhbr,eea3560f-cbe7-5904-9e91-62a50893fa58,co,,au::9361:1,au::9361g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/1001627"",""au::9361"",""au::9361:1"",""ark:/83110/x0/eea3560f-cbe7-5904-9e91-62a50893fa58"",""Luc Indestege""],""name"":""Luc Indestege"",""ark"":""ark:/83110/x0/eea3560f-cbe7-5904-9e91-62a50893fa58"",""uri"":""/agents/people/1001627"",""id"":""au::9361:1"",""isCapacity"":false}",ark:/83110/x0/eea3560f-cbe7-5904-9e91-62a50893fa58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19670919,,,,,,,,,,,,,,,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1967-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000097055,referentienummer,False,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:103255,brocade id,False,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:103255/N,brocade url,False,,,,,,,,,,,,
359ae970-d509-5ed5-b1a3-cf257eb8722b,tg:lhbr:103255,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""718a9ad7-2882-5678-94bf-5df1e261a63f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""73112173-e661-40ad-ab1d-a0f9964570df"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
