ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:782,https://data.museumplantinmoretus.be/ark:/11975/96debd9c-89c9-54d6-8260-5f1351f285a4,Brieven,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,Places,1,id/place.place,,,,,,,,,,au::103053,,,,,,,,,,,,,,"dlod={""name"":""Douai (North)"",""ark"":""ark:/83110/x0/b2c911f5-c9db-52a2-b99c-b86190298b81"",""uri"":""/subjects/11026671"",""id"":""au::103053"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""53b3988f-edc4-4dcf-9322-c13358281428"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f076c03-f6c2-46e2-ae19-682883370cf2"", ""inverseOntologyProperty"": """"}]"
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,1705,No Copyright - Public Domain Mark 1.0,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_CreationActors,,,au::108212,,,,mpm,50d2268a-3bf7-5f73-827f-ffeb1016b259,bs,,au::108212:1,au::108212g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11578684"",""au::108212"",""au::108212:1"",""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""Melchior Moretus""],""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""uri"":""/agents/people/11578684"",""id"":""au::108212:1"",""isCapacity"":false}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_CreationActors,,,au::106906,,,,mpm,455c1363-f306-5b61-91c4-2c01d43428ab,co,,au::106906:1,au::106906g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15900619,,,,,,,,,,,,,,,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1590-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000768,referentienummer,False,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:782,brocade id,False,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:782/N,brocade url,False,,,,,,,,,,,
96debd9c-89c9-54d6-8260-5f1351f285a4,tg:mpmbr:782,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a360d954-be18-5e90-bf4e-0d34493b859e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f799e8fa-6a8e-4f49-99c8-e6df90a77f9d"", ""inverseOntologyProperty"": """"}]",,,,,,,,
