ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,ire.isaar.id,place_au_code,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2274,https://data.rubenianum.be//ark:/86530/ada53b8a-b489-5062-b96e-835cfd2a30a1,Brieven,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""11626dae-9115-4584-bbbd-cdce918d9fb6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""710cedf2-a37c-4856-a15b-44ff88cc3ca3"", ""inverseOntologyProperty"": """"}]"
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,2075,In Copyright,
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_Correspondence,1,,,,,,,,,,,,,,,,"King, Susanne A.",correspondents (correspondence writers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_CreationActors,,,au::111146,,,,,,,rubgr_brief,,,,,,,,recipients (people),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,be,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""isCapacity"":false}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1960-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Briefhoofd: William Hallsborough Ltd., London] Korte inhoud: Zending 3 foto's, waaronder 2 detailfoto's van Jan Brughel [sic] ""Wedding Feast"".",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,tg:rubgr:2274,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Londen, William Hallsborough Gallery",,,,,,,,,,,,,,,,,,,,,,
ada53b8a-b489-5062-b96e-835cfd2a30a1,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002274,referentienummer,False,,,,,,,,,,,,,,,,,,,
